Tweet,Fecha,Locacion,Tipo,Longitud,Latitud,Poblacion,,
"@COFEPRIS para el trámite de aviso sanitario de importación de juguetes, a donde se lleva a autorizar en Celaya Gto?",Wed Aug 19 20:57:39 +0000 2020,"Guanajuato, Apaseo el Grande, Ninguno [Plaza Comercial]",R,-100.772211,20.5226915,4,,
"📌Toma en cuenta

Hoy No Circula Sanitario es una medida temporal derivada de la pandemia por #COVID19

Recuerda que… https://t.co/NihMg6aunW",Thu Aug 20 11:45:23 +0000 2020,"Hidalgo, Santiago de Anaya, Lomas de Guillén",R,-98.92483,20.498003,106,,
"Mercado con mosquitos y aguas negras
Los sanitarios no sirven. La inseguridad sigue igual @PoliciaGDL

Mercado Muni… https://t.co/9myFj2SJf1",Thu Aug 20 14:52:16 +0000 2020,"Jalisco, San Pedro Tlaquepaque, Tlaquepaque",U,-103.304378,20.659088,650123,,
"Me pregunto si ya se habrán acabado el papel sanitario todos los loquitos que compraron por montón, al inicio de la ""cuarentena"".",Fri Aug 21 06:39:20 +0000 2020,"Sonora, Hermosillo, Vicente Guerrero",R,-111.498181,28.9698625,5,,
"Disfruta de nuestra alberca en PALMAS COCOYOC HOTEL
Seguimos protocolos sanitarios 
.
#viajecorto #viajeseguro… https://t.co/BcPeIuujG6",Fri Aug 21 08:17:21 +0000 2020,"Morelos, Yautepec, El Caracol (Campo Chiquito)",R,-99.041365,18.873686,349,,
"📌Toma en cuenta

Hoy No Circula Sanitario es una medida temporal derivada de la pandemia por #COVID19

Recuerda que… https://t.co/j0AMi6wPyK",Fri Aug 21 12:19:19 +0000 2020,"Hidalgo, Tula de Allende, San Andrés (San Andrés Tultepec)",R,-99.384564,20.0567145,1606,,
@UniversoPic No es drenaje sanitario.,Fri Aug 21 13:01:07 +0000 2020,"Jalisco, Zapopan, Las Palomas",R,-103.4847745,20.790657,0,,
"El fin de semana pasado, en una gira de trabajo con todos los protocolos sanitarios, me reuní con un alcalde que di… https://t.co/0oB3hikBoH",Sat Aug 22 00:09:50 +0000 2020,"Yucatán, Mérida, Palestino Necaxa",R,-89.623611,20.941035,0,,
"Bienvenida la crítica constructiva, el esmero colectivo, el acompañamiento solidario.
#apegoalprotocolosanitario",Sat Aug 22 00:12:10 +0000 2020,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,,
"•𝐕𝐢𝐬𝐢𝐭𝐚 𝐚 Hotel Lucerna Culiacán•

Con la finalidad de efectuar las medidas de salubridad y protocolos sanitarios q… https://t.co/AbnmMwRmgj",Sat Aug 22 02:25:28 +0000 2020,"Sinaloa, Culiacán, Santa Lucía",R,-107.3420565,24.6624885,0,,
Y qué me agarre la necesidad de ir al sanitario en la mejor parte. 🙌🏽🥺,Sat Aug 22 04:50:17 +0000 2020,"Tabasco, Macuspana, Francisco Bates",R,-92.422415,17.8554375,133,,
"unidades hospitalarias reconvertidas, a fin de evitar cualquier riesgo sanitario. 

#BCGeneraSalud #EnBCNosCuidamosTodos #COVID19",Sat Aug 22 05:27:48 +0000 2020,"Baja California, Mexicali, Ejido José Saldaña Número 2",R,-115.22918,31.7896695,19,,
"📌Toma en cuenta

Hoy No Circula Sanitario es una medida temporal derivada de la pandemia por #COVID19

Recuerda que… https://t.co/9RbHkfllTL",Sat Aug 22 07:45:29 +0000 2020,"Hidalgo, Santiago de Anaya, Lomas de Guillén",R,-98.92483,20.498003,106,,
"@Pepinotour En casa, porque no hay que salir.
Seguimos con riesgo sanitario.",Sat Aug 22 15:13:05 +0000 2020,"San Luis Potosí, San Luis Potosí, Jorge Ramos",R,-100.955511,22.3111195,0,,
La kopa con K tiene mas filtros sanitarios que mi cliente con K 😂,Sun Aug 23 00:16:26 +0000 2020,"Hidalgo, Atotonilco de Tula, Coayuca",R,-99.2255645,19.959839,405,,
"@RicardoArenas50 Se permiten pajuelas y embriones, bajo muy estrictos protocolos sanitarios. No se permiten animales vivos.",Sun Aug 23 14:01:47 +0000 2020,"Ciudad de México, Cuajimalpa de Morelos, Convento del Desierto de los Leones",R,-99.3055805,19.318697,0,,
"📌Toma en cuenta

Hoy No Circula Sanitario es una medida temporal derivada de la pandemia por #COVID19

Recuerda que… https://t.co/yd97GzkGAp",Mon Aug 24 04:17:34 +0000 2020,"Hidalgo, Santiago de Anaya, Lomas de Guillén",R,-98.92483,20.498003,106,,
"De acuerdo con los protocolos sanitarios oficiales de la CdMx, nuestras tiendas físicas tienen fechas y horarios de… https://t.co/cYLHnxSBXx",Mon Aug 24 20:50:53 +0000 2020,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,,
"@AlvarezMaynez @graciaalzaga Díaz ordaz mandó asesinar estudiantes

López Gatell mandó un plan sanitario nacional p… https://t.co/D123dufGqw",Mon Aug 24 21:53:55 +0000 2020,"Baja California Sur, La Paz, Aguajito de Castro",R,-110.8545845,24.107997,0,,
"@Pendxjosdeltuit Ah no mame, excelente servicio el que te lleven el papel sanitario, claramente es una serpiente trabajadora",Tue Aug 25 00:07:42 +0000 2020,"Tabasco, Centro, Medellín y Pigua 1ra. Sección",R,-92.9164995,18.0219595,352,,
"“Esta tarde supervise el inicio de rehabilitación de la línea de drenaje sanitario de la cuadra 55 de Arteaga, en d… https://t.co/8d7cGMWrjV",Tue Aug 25 00:20:02 +0000 2020,"Tamaulipas, Nuevo Laredo, San Isidro",R,-99.726569,27.473712,0,,
"📌Toma en cuenta

Hoy No Circula Sanitario es una medida temporal derivada de la pandemia por #COVID19

Recuerda que… https://t.co/NRuU1R1884",Tue Aug 25 06:00:33 +0000 2020,"Hidalgo, Santiago de Anaya, Lomas de Guillén",R,-98.92483,20.498003,106,,
"Bajo ciertos protocolos sanitarios y restricciones, ayer reabrieron las guarderías del Seguro Social. https://t.co/sk4Vrd4MjQ",Tue Aug 25 12:29:10 +0000 2020,"Coahuila de Zaragoza, Saltillo, San Felipe",R,-101.166961,25.0326315,97,,
@daniela_oaks De hecho no arroja resultados con el registro sanitario a pesar de que ahí lo incluyen y tanto la pág… https://t.co/cAi7HE7oJO,Tue Aug 25 15:44:12 +0000 2020,"Coahuila de Zaragoza, Monclova, Carrizalejo (María Fernanda Pérez González)",R,-101.220857,26.8782035,0,,
"Acatando el protocolo sanitario. @PJEdomex 
#NuevaNormalidad https://t.co/RJbU1JWvbb",Tue Aug 25 16:51:00 +0000 2020,"México, Cuautitlán, Cuautitlán",U,-99.190598,19.654512,117995,,
El Cabildo de #Sacramento Coahuila ordenó el retiro del filtro sanitario a la entrada del municipio. https://t.co/d8xOrJ2CBc,Tue Aug 25 19:03:41 +0000 2020,"Coahuila de Zaragoza, Monclova, Carrizalejo (María Fernanda Pérez González)",R,-101.220857,26.8782035,0,,
El Cabildo de #Sacramento Coahuila ordenó el retiro del filtro sanitario a la entrada del municipio. https://t.co/Ez6GoOaeI4,Tue Aug 25 19:05:02 +0000 2020,"Coahuila de Zaragoza, Viesca, El Alto del Palomillo",R,-103.23313,25.244223,0,,
Ya van como tres tapetito a sanitarios medió hechizos (qué se ve son charolas de plástico como de taqueria o arener… https://t.co/o3rDuFFceQ,Tue Aug 25 22:44:48 +0000 2020,"Puebla, San Pedro Cholula, San Cristóbal Tepontla",R,-98.3340725,19.0742235,48,,
"#cdc
#protocolossanitarios https://t.co/yezmVwsMe9",Wed Aug 26 04:39:27 +0000 2020,"Oaxaca, Oaxaca de Juárez, Cuatro Vientos",R,-96.7250025,17.090319,6,,
"Hay operativos de seguridad y filtros sanitarios en los accesos del Campo Militar de #Torreón, esto en el marco de… https://t.co/gklQPbmycP",Wed Aug 26 11:24:02 +0000 2020,"Coahuila de Zaragoza, Viesca, El Alto del Palomillo",R,-103.23313,25.244223,0,,
"⚕️ Buscando contribuir a la implementación de filtros sanitarios para evitar la propagación del #COVID19, Municipio… https://t.co/nsio8FYHE9",Wed Aug 26 19:27:26 +0000 2020,"Aguascalientes, Aguascalientes, Barandales de San José",R,-102.327207,21.849459,169,,
"@ViviendaCln sigue promoviendo el uso del cubrebocas y los cuidados sanitarios, a fin de disminuir los contagios. 😷… https://t.co/HH9ldqFMJs",Thu Aug 27 01:43:57 +0000 2020,"Sinaloa, Mazatlán, Telcoyonqui",R,-106.2717475,23.46814,53,,
"📌Toma en cuenta

Hoy No Circula Sanitario es una medida temporal derivada de la pandemia por #COVID19

Recuerda que… https://t.co/DLXIWSHtup",Thu Aug 27 05:57:24 +0000 2020,"Hidalgo, Santiago de Anaya, Lomas de Guillén",R,-98.92483,20.498003,106,,
¡Ya es jueves! Y nuestros expositores te esperan preparados para cumplir con los los protocolos sanitarios necesari… https://t.co/ipofSiCyQV,Thu Aug 27 15:32:30 +0000 2020,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,,
"De vuelta con los amigos de la industria de eventos y los nuevos protocolos sanitarios. 😷👍🏻

@AMPROFEC https://t.co/AzOitO37cD",Thu Aug 27 18:14:35 +0000 2020,"Ciudad de México, La Magdalena Contreras, La Magdalena Contreras",U,-99.2480095,19.318042,246428,,
"""Indica que las aperturas en forma indiscriminada sólo conducen al colapso del sistema sanitario y a las tristes im… https://t.co/aCcPsbYRuw",Fri Aug 28 00:45:31 +0000 2020,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,,
"Ni filtro sanitario, ni mascarillas obligatorias en un evento de más de mil personas. La estupidez humana no tiene… https://t.co/SUNnGztjNe",Fri Aug 28 02:11:55 +0000 2020,"Jalisco, Zapopan, Las Palomas",R,-103.4847745,20.790657,0,,
"@VisitMex Ven a #Acapulco a disfrutar #ElReencuentroConElParaíso, aplicando los protocolos higiénico-sanitarios par… https://t.co/6tmcozvHmf",Fri Aug 28 03:51:51 +0000 2020,"Guerrero, Acapulco de Juárez, El Zapote (Kilómetro Trece)",R,-99.7356495,16.9589495,5,,
"Gracias a quienes hacen posible este evento, demostrando que con los protocolos sanitarios correspondientes, podemo… https://t.co/a2KJ7p1T3Q",Fri Aug 28 14:22:01 +0000 2020,"Coahuila de Zaragoza, Saltillo, San Felipe",R,-101.166961,25.0326315,97,,
"Gracias a quienes hacen posible este evento, demostrando que con los protocolos sanitarios correspondientes, podemo… https://t.co/ynCgBEa4sW",Fri Aug 28 14:33:10 +0000 2020,"Coahuila de Zaragoza, Saltillo, San Felipe",R,-101.166961,25.0326315,97,,
"@azucarbitter En tiempos de pandemia, todo lo sanitario es bienvenido!!.",Fri Aug 28 19:03:37 +0000 2020,"Veracruz de Ignacio de la Llave, Veracruz, El Zapote",R,-96.2293965,19.183953,10,,
"@SUDMexico Ya deben abrir capillas los domingos, con protocolo sanitario, el derecho constitucional a reunirse y ce… https://t.co/iz8dsJum59",Fri Aug 28 21:48:31 +0000 2020,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,,
"Con un riguroso protocolo sanitario como lo ha establecido el DG del @IEEPOGobOax @VillarrealPaco, con la participa… https://t.co/F4RawSqLpD",Sat Aug 29 01:39:26 +0000 2020,"Oaxaca, Oaxaca de Juárez, Cuatro Vientos",R,-96.7250025,17.090319,6,,
"Con un riguroso protocolo sanitario como lo ha establecido el DG del @IEEPOGobOax @VillarrealPaco, con la participa… https://t.co/lzpgUP41t8",Sat Aug 29 01:40:27 +0000 2020,"Oaxaca, Oaxaca de Juárez, Cuatro Vientos",R,-96.7250025,17.090319,6,,
"@Iopezobra_ No importa una madre, eso es como registrar cacalopez q bueno tu marca para papel sanitario de marca li… https://t.co/cU4y7yZDaG",Sat Aug 29 03:43:49 +0000 2020,"Ciudad de México, La Magdalena Contreras, La Magdalena Contreras",U,-99.2480095,19.318042,246428,,
"📌Toma en cuenta

Hoy No Circula Sanitario es una medida temporal derivada de la pandemia por #COVID19

Recuerda que… https://t.co/3my5R6Yewj",Sat Aug 29 04:21:27 +0000 2020,"Hidalgo, Santiago de Anaya, Lomas de Guillén",R,-98.92483,20.498003,106,,
Ya listos para supervision de protocolos sanitarios para las evaluaciones de los alumnos para el IPN https://t.co/k5hLjWqg5L,Sat Aug 29 13:23:13 +0000 2020,"Ciudad de México, Gustavo A. Madero, Gustavo A. Madero",U,-99.126146,19.510996,1173351,,
#SGIRPC listos para coordinar protocolos sanitarios para las evaluaciones de los aspirantes al IPN https://t.co/AT4hpwDXsM,Sat Aug 29 13:29:42 +0000 2020,"Ciudad de México, Gustavo A. Madero, Gustavo A. Madero",U,-99.126146,19.510996,1173351,,
"#Xalapa 

CMAS trabajará en la red de drenaje sanitario sobre el Callejón de Rojas de la zona centro de esta capital https://t.co/fDNHoFLaQH",Sat Aug 29 15:30:15 +0000 2020,"Veracruz de Ignacio de la Llave, Xalapa, La Troja",R,-96.886083,19.542054,88,,
"Hemos instalado en Zacatecas 71 filtros sanitarios permanentes, donde se efectúan medidas de prevención y promoción… https://t.co/ZVB92mwF3Y",Sat Aug 29 19:08:28 +0000 2020,"Zacatecas, Pánuco, El Romerillo",R,-102.5356805,23.084088,0,,
"@JosFranciscoDu4 @omarfayad Buenas tardes es José, el Hoy No Circula Sanitario se mantiene vigente en tanto las aut… https://t.co/HHFXQ3iUyN",Sat Aug 29 23:19:56 +0000 2020,"Hidalgo, Pachuca de Soto, Aquiles Serdán",R,-98.775808,20.1056375,0,,
"@JosFranciscoDu4 @omarfayad Buenas tardes José, el Hoy No Circula Sanitario se mantiene vigente en tanto las autori… https://t.co/Y8xtj3YGQV",Sat Aug 29 23:20:20 +0000 2020,"Hidalgo, Pachuca de Soto, Aquiles Serdán",R,-98.775808,20.1056375,0,,
Si el municipio de #Lerdo no atiende las observaciones hechas al relleno sanitario podría ser acreedor a sanciones… https://t.co/t3CcCYHNUr,Sun Aug 30 00:00:01 +0000 2020,"Coahuila de Zaragoza, Viesca, El Alto del Palomillo",R,-103.23313,25.244223,0,,
Acuerdo N• 102/2020 a 10/0820 Periódico Oficial del Estado de Chihuahua. Establece medidas y lineamientos sanitario… https://t.co/aXhEHsR833,Sun Aug 30 01:48:18 +0000 2020,"Chihuahua, Aldama, El Papalote",R,-106.1628985,28.941866,0,,
"📌Toma en cuenta

Hoy No Circula Sanitario es una medida temporal derivada de la pandemia por #COVID19

Recuerda que… https://t.co/sBCVk8qpux",Sun Aug 30 04:35:39 +0000 2020,"Hidalgo, Santiago de Anaya, Lomas de Guillén",R,-98.92483,20.498003,106,,
Fracaso sanitario y crisis económica, los ingredientes perfectos para mayor inseguridad.,Sun Aug 30 10:54:16 +0000 2020,"Puebla, Puebla, Fundadores del Ejido Colonia Chapultepec",R,-98.1542665,19.0322295,550,
"Mientras los restaurantes pierden miles al mes y se esfuerzan por cumplir con las protocolos sanitarios, las taquer… https://t.co/nkmGbWeKUN",Sun Aug 30 15:07:47 +0000 2020,"Jalisco, Guadalajara, Guadalajara",U,-103.335882,20.676652,1385621,,
"Un tip para cuidar el ambiente, en mi casa no usamos la palanca del sanitario, usamos el agua que sobra de lavar la ropa. 👌🏼",Mon Aug 31 01:57:45 +0000 2020,"Chiapas, Villaflores, Bélgica",R,-93.4085195,16.378732,6,,
Lo que uno se topa en mi coqueta Tijuana #Tijuana #664 #TijuanaMakesMeHappy #SanitariosElTorzon en En Algun Lugar D… https://t.co/kLhzciz5Bm,Mon Aug 31 02:48:25 +0000 2020,"Baja California, Playas de Rosarito, Mesa Redonda",R,-116.929102,32.3328765,9,,
"📌Toma en cuenta

Hoy No Circula Sanitario es una medida temporal derivada de la pandemia por #COVID19

Recuerda que… https://t.co/wKTtCd0JJp",Mon Aug 31 05:44:25 +0000 2020,"Hidalgo, Santiago de Anaya, Lomas de Guillén",R,-98.92483,20.498003,106,,
"Un año sin funcionar los sanitarios de los caballeros en el Mercado Municipal Mariano Escobedo @GuadalajaraGob 
@SOS_Mural",Mon Aug 31 17:40:17 +0000 2020,"Jalisco, San Pedro Tlaquepaque, Tlaquepaque",U,-103.304378,20.659088,650123,,
Un año sin funcionar los sanitarios de los caballeros en el Mercado Municipal Mariano Escobedo @GuadalajaraGob… https://t.co/osNARcfFzn,Mon Aug 31 17:54:08 +0000 2020,"Jalisco, Guadalajara, Guadalajara",U,-103.335882,20.676652,1385621,,
"Obreros de @AceroAHMSA en resguardo sanitario, solicitaron ayuda porque con las retenciones de @Tu_IMSS, @Infonavit… https://t.co/DvwClLoAcA",Mon Aug 31 20:40:01 +0000 2020,"Coahuila de Zaragoza, Viesca, El Alto del Palomillo",R,-103.23313,25.244223,0,,
"#Entérate 👇🏼

⚠️💧#Sapal arranca el segundo tramo del colector sanitario Monterrey https://t.co/bKAqDp7FPg",Mon Aug 31 20:42:41 +0000 2020,"Guanajuato, León, Rancho de Don Alberto García",R,-101.601401,21.09806,1,,
En memoria de los que hoy ya no están. Que en paz descansen. QEPD. #qepd #medicos #sanitarios #salud #covid19… https://t.co/BT5ISpH9LF,Tue Sep 01 11:12:39 +0000 2020,"México, Valle de Chalco Solidaridad, Xico",U,-98.940823,19.282088,384327,,
Protocolos sanitarios para la Reapertura de la SANTA MISA en la Diócesis... https://t.co/LXcJABAvwE vía @hinojosam1980,Wed Sep 02 00:58:11 +0000 2020,"Tamaulipas, Matamoros, San Juan del Alto",R,-97.547392,25.558993,0,,
Protocolos sanitarios para la Reapertura de la SANTA MISA en la Diócesis... https://t.co/kWvmGxyR4p vía @YouTube,Wed Sep 02 00:58:35 +0000 2020,"Tamaulipas, Matamoros, San Juan del Alto",R,-97.547392,25.558993,0,,
Todos los establecimientos deberán contar con previa validación y cumplimiento de los protocolos sanitarios de… https://t.co/KhhTVLE6tX,Wed Sep 02 02:03:33 +0000 2020,"Puebla, Puebla, Fundadores del Ejido Colonia Chapultepec",R,-98.1542665,19.0322295,550,,
No hay condiciones. Punto. No hay protocolos sanitarios que en nuestra realidad educativa puedan protejan al alumno… https://t.co/cVjMRBhxEM,Wed Sep 02 02:45:59 +0000 2020,"Jalisco, Zapopan, Las Palomas",R,-103.4847745,20.790657,0,,
"Entrega @oswaldogarciaj  rehabilitación de drenaje sanitario en la agencia de Candiani
https://t.co/CP67Es4kJ2",Wed Sep 02 03:04:35 +0000 2020,"Oaxaca, Oaxaca de Juárez, Cuatro Vientos",R,-96.7250025,17.090319,6,,
"@lord_inario En el papel sanitario, en el segundo cuadritos esta su nombre",Wed Sep 02 04:46:21 +0000 2020,"Veracruz de Ignacio de la Llave, Gutiérrez Zamora, Fraccionamiento Loma Linda",R,-97.10478,20.450412,212,,
@GabrielOsorioPa @rodrigoalcazaru @imoveqroo Seguimos apegados al acuerdo sanitario de @imoveqroo y @SESA_QROO que… https://t.co/bZSyZ7szgL,Wed Sep 02 05:05:53 +0000 2020,"Quintana Roo, Benito Juárez, Los García",R,-87.0316645,21.048719,0,,
Crean Frente Sanitario Anticontagio. Se suma @CaniracDgo a la iniciativa ciudadana  impulsada por el @CEC_DGO para… https://t.co/Ztq7rF3Rqh,Wed Sep 02 23:33:00 +0000 2020,"Durango, Durango, Metates (Tenchontle)",R,-104.837578,23.9541625,194,,
En esta “nueva realidad” la única fórmula para no contagiarse con #Covid19 es seguir con protocolo sanitario:… https://t.co/Kx6W4Kpmqm,Thu Sep 03 04:13:42 +0000 2020,"Sonora, Hermosillo, Vicente Guerrero",R,-111.498181,28.9698625,5,,
@hugopilgrim Aun no hay fecha de reapertura pero ya se están trabajando los protocolos sanitarios y la revisión con… https://t.co/tTfj15tc97,Thu Sep 03 04:29:28 +0000 2020,"San Luis Potosí, Axtla de Terrazas, Ahuacatitla",R,-98.8681355,21.4262035,621,,
📌Este jueves el Gobiernode Tuxtepec instaló un módulo sanitario itinerante para diferentes puntos de la ciudad para… https://t.co/FBicapI3ta,Thu Sep 03 23:34:59 +0000 2020,"Oaxaca, San Juan Bautista Tuxtepec, Palmilla",R,-96.083633,18.059159,72,,
"Kks prefiere el papel sanitario a usar tapabocas, así de loco",Fri Sep 04 00:43:22 +0000 2020,"Querétaro, Querétaro, El Huizachal de las Tetillas",R,-100.4405945,20.7152745,97,,
Alistan evento CREA para probar protocolos sanitarios en reuniones https://t.co/w8gChcfxp0 vía @Milenio,Fri Sep 04 00:58:04 +0000 2020,"Nuevo León, Monterrey, Monterrey",U,-100.2935915,25.6417185,1142952,,
"Les gusta hacerle al loco, bien saben que los distribuyeron para adultos en los centros sanitarios. A los niños con… https://t.co/5ljUei944t",Fri Sep 04 01:32:48 +0000 2020,"Ciudad de México, Tláhuac, Las Calabacitas",R,-99.050461,19.3427885,19,,
Se certifican negocios en Agua Dulce que cumplen con protocolos sanitarios mediante código QR https://t.co/lOERA4Cw3d,Fri Sep 04 03:15:54 +0000 2020,"Veracruz de Ignacio de la Llave, Coatzacoalcos, Coatzacoalcos",U,-94.432482,18.135455,212540,,
"@PabloGCadena Perdón mundo mundial son nuestros ""representantes""...en México..un relleno sanitario sería mejor....",Fri Sep 04 03:45:31 +0000 2020,"Coahuila de Zaragoza, Piedras Negras, Rodolfo Martínez (El Melado)",R,-100.6071045,28.774769,0,,
#SemáforoAmarillo en @gobiernosonora debe implicar mayor #ResponsabilidadSocial para seguir #ProtocolosSanitarios… https://t.co/hWswdibQcp,Fri Sep 04 04:24:17 +0000 2020,"Sonora, Hermosillo, Vicente Guerrero",R,-111.498181,28.9698625,5,,
Con la finalidad de mantener los acuerdos respecto a los protocolos sanitarios, el titular de @SEGGOB_Ags Juan Manu… https://t.co/4ybXs7sDj0,Fri Sep 04 18:31:20 +0000 2020,"Aguascalientes, Aguascalientes, Barandales de San José",R,-102.327207,21.849459,169,
#MunicipioLIBRE . COVID-19 EDO.MEX. SEMÁFORO SANITARIO NARANJA.,Sat Sep 05 03:27:38 +0000 2020,"México, Ixtapaluca, El Campamento (Las Cocinas)",R,-98.7972475,19.359356,8,,
"Somos el país que menos cuida a su personal sanitario. La falta de equipo de protección tiene a médicos, médicas, e… https://t.co/8reWtx1MDn",Sat Sep 05 13:58:33 +0000 2020,"Zacatecas, Zacatecas, La Cuenca (El Establo Benito Juárez)",R,-102.6943495,22.7306065,0,,
"Este sábado visitamos los filtros sanitarios ubicado en el Mercado de Abastos y la Plaza Bicentenario, los más util… https://t.co/17lzuimkVp",Sat Sep 05 19:24:16 +0000 2020,"Zacatecas, Zacatecas, La Cuenca (El Establo Benito Juárez)",R,-102.6943495,22.7306065,0,,
"El estado de la nación. Secretario de Hacienda: “viviremos el peor año económico desde 1929”. 
Vocero sanitario: “6… https://t.co/2UpVcsG3rj",Sat Sep 05 21:10:27 +0000 2020,"Ciudad de México, Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153,,
"A partir de hoy iré a todos los supermercados, filtros sanitarios y donde sea que me pueda  matar el recuerdo… https://t.co/WgJyo6JNpq",Sun Sep 06 04:05:23 +0000 2020,"Guanajuato, León, Rancho de Don Alberto García",R,-101.601401,21.09806,1,,
"📌Toma en cuenta

Hoy No Circula Sanitario es una medida temporal derivada de la pandemia por #COVID19

Recuerda que… https://t.co/khLdncTc2l",Sun Sep 06 05:36:00 +0000 2020,"Hidalgo, Santiago de Anaya, Lomas de Guillén",R,-98.92483,20.498003,106,,
Todos en equipo saldremos adelante de este problema sanitario @EnriqieAlfaroR https://t.co/Fl9Gk5UlOp,Sun Sep 06 14:22:37 +0000 2020,"Jalisco, Guadalajara, Guadalajara",U,-103.335882,20.676652,1385621,,
La realidad de Promotora Ambiental-PASA en sus “rellenos sanitarios”: otro incendio 13 agosto 2020 en Cd. Juárez Ch… https://t.co/fKxlH7UWMG,Sun Sep 06 17:51:38 +0000 2020,"Querétaro, Querétaro, El Huizachal de las Tetillas",R,-100.4405945,20.7152745,97,,
"En #Cancun de plano la gente se brincó el semáforo sanitario, según el gobierno estamos en amarillo, sin embargo la… https://t.co/d80IThkdA6",Mon Sep 07 00:07:32 +0000 2020,"Quintana Roo, Benito Juárez, Los García",R,-87.0316645,21.048719,0,,
@Aime76 @omarfayad El Hoy No Circula Sanitario se mantiene vigente en tanto las autoridades competentes no declaren… https://t.co/iyJKnf7f9M,Mon Sep 07 00:38:45 +0000 2020,"Hidalgo, Pachuca de Soto, Aquiles Serdán",R,-98.775808,20.1056375,0,,
@JuanLo05951340 @omarfayad @SSalud_mx El Hoy No Circula Sanitario se mantiene vigente en tanto las autoridades comp… https://t.co/gVrGY7O9NU,Mon Sep 07 03:50:09 +0000 2020,"Hidalgo, Pachuca de Soto, Aquiles Serdán",R,-98.775808,20.1056375,0,,
"📌Toma en cuenta

Hoy No Circula Sanitario es una medida temporal derivada de la pandemia por #COVID19

Recuerda que… https://t.co/xpEnZVVCRX",Mon Sep 07 05:45:53 +0000 2020,"Hidalgo, Santiago de Anaya, Lomas de Guillén",R,-98.92483,20.498003,106,,
"Felices de estar nuevamente, brindando el mejor servicio, con todos los cuidados sanitarios !!
Mantente saludable !… https://t.co/D6cB7amwDo",Mon Sep 07 14:13:20 +0000 2020,"Quintana Roo, Benito Juárez, Los García",R,-87.0316645,21.048719,0,,
"Les recuerdo que el color del semaforo sanitario, no significa que ha bajado el riesgo, tiene que ver con camas dis… https://t.co/fuamteS7KG",Tue Sep 08 01:33:49 +0000 2020,"Veracruz de Ignacio de la Llave, Coatzacoalcos, Coatzacoalcos",U,-94.432482,18.135455,212540,,
@BodegaAurrera Esperemos qué pará entonces .ya esté más tranquilo el ambiente sanitario.mientrs digamos cuidandonos.,Tue Sep 08 12:35:20 +0000 2020,"Tamaulipas, Nuevo Laredo, San Isidro",R,-99.726569,27.473712,0,,
México ocupa actualmente el primer puesto entre los países del mundo en los que más profesionales sanitarios han fa… https://t.co/rUYCqKmWL2,Tue Sep 08 13:47:55 +0000 2020,"Sonora, Empalme, Punta Calaveras",R,-110.722327,27.8836995,1,,
Nuestra solidaridad con el personal sanitario en el mundo que pelea diariamente contra el Covid-19,Tue Sep 08 15:56:55 +0000 2020,"Jalisco, Guadalajara, Guadalajara",U,-103.335882,20.676652,1385621,,
"Las inversiones en obras de agua potable, saneamiento, drenaje sanitario y pluvial realizadas en estos 4 años de go… https://t.co/VAp5OJUvG6",Tue Sep 08 17:37:01 +0000 2020,"Quintana Roo, Othón P. Blanco, Villamil",R,-88.3857435,18.5934905,0,,
La obra de rehabilitación de colector de drenaje constó de una reparación integral en el colector sanitario de 48 p… https://t.co/JGIP5fyqGG,Tue Sep 08 21:54:34 +0000 2020,"Sonora, Hermosillo, Vicente Guerrero",R,-111.498181,28.9698625,5,,
"Ⓜ️📺Arranca @Alejandro_ALJ edil de #Xoxocotlán la rehabilitación 
de la red de  drenaje sanitario en la calle Primav… https://t.co/iZdWZYlwnE",Tue Sep 08 22:40:10 +0000 2020,"Oaxaca, Cuilápam de Guerrero, Cruz Blanca",R,-96.7575325,17.0081495,997,,
Desarrolla @INEMexico protocolos sanitarios para hacer frente a la pandemia durante los comicios,Wed Sep 09 00:58:12 +0000 2020,"Tabasco, Centro, Medellín y Pigua 1ra. Sección",R,-92.9164995,18.0219595,352,,
@Pajaropolitico También deberían quitar el IVA al papel sanitario por una evacuación digna?,Wed Sep 09 01:27:26 +0000 2020,"Veracruz de Ignacio de la Llave, Poza Rica de Hidalgo, Poza Rica de Hidalgo",U,-97.4474945,20.536509,180057,,
"https://t.co/ik8H1ggP2N. Si, así es, aún falta mucho por hacer tanto para seguir apegándonos al protocolo sanitario… https://t.co/h2t3mM2VeZ",Wed Sep 09 03:03:39 +0000 2020,"Ciudad de México, Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884,,
"Cuánto cinismo, cuando dejaron en ruinas y plagado de mafias el sistema sanitario nacional.  

#Mugres 

#Cínicos… https://t.co/y4hmLORt2E",Wed Sep 09 04:28:16 +0000 2020,"Nuevo León, Apodaca, El Tasajillo",R,-100.1687175,25.778679,0,,
