Tweet,Fecha,Locacion,Longitud(V1),Latitud(V1),Longitud(V2),Latitud(V2),Longitud(V3),Latitud(V3),Longitud(V4),Latitud(V4)
@ChegarRdz Gpi al moyote,Wed Apr 01 09:27:44 +0000 2020,"Delicias, Chihuahua",-105.679033,27.967886,-105.679033,28.2761,-105.350061,28.2761,-105.350061,27.967886
Neta que después de un mal día lo último que quiero es escuchar son pinches moyotes en mi cuartooooooo 😭,Sun Apr 26 05:39:18 +0000 2020,"Poanas, Durango",-104.252776,23.819572,-104.252776,24.248499,-103.799886,24.248499,-103.799886,23.819572
"@branstein2005 @Moiloh16 No... como tampoco usan asquel, moyote... falta léxico, pues",Sun Apr 26 17:37:10 +0000 2020,"Cuauhtémoc, Distrito Federal",-99.18435,19.399835,-99.18435,19.465837,-99.122382,19.465837,-99.122382,19.399835
@Moyotec @AscensoBBVAMX @andres_bravo177 @aviles_mgl @TorosCelayaCD @pitys21 @sergiovergara_7 @ElDxc @TorosDeMiVida… https://t.co/kLq28LNuot,Wed Apr 15 00:16:26 +0000 2020,"Celaya, Guanajuato",-100.913535,20.356869,-100.913535,20.688514,-100.630887,20.688514,-100.630887,20.356869
@Moyotec @AscensoBBVAMX @andres_bravo177 @aviles_mgl @TorosCelayaCD @pitys21 @sergiovergara_7 @ElDxc @TorosDeMiVida… https://t.co/DNcIatfdpv,Wed Apr 15 00:20:23 +0000 2020,"Celaya, Guanajuato",-100.913535,20.356869,-100.913535,20.688514,-100.630887,20.688514,-100.630887,20.356869
Logro dormir a las 10pm y a las 2:30am bebé llorando a grito abierto porque le dolía la pierna. Era un moyote. Le p… https://t.co/zM6Sn8S2Ds,Fri Apr 17 09:31:47 +0000 2020,"Chihuahua, México",-106.619964,28.096608,-106.619964,29.787124,-105.705833,29.787124,-105.705833,28.096608
#goodafternoon #LuisMiguel @LMXLM #ComoYoTeAmé https://t.co/HQpsAGK4LS,Wed Apr 29 19:23:20 +0000 2020,"Ixtapaluca, México",-98.954037,19.285882,-98.954037,19.43283,-98.640458,19.43283,-98.640458,19.285882
@AshfaqShourey @dulce_eva_vip33 Mándame una en hereda cuando tres reculando parasabersi tecojen comoyoteliibaaser,Thu Apr 30 10:38:01 +0000 2020,"Zapopan, Jalisco",-103.664175,20.583418,-103.664175,20.997896,-103.305374,20.997896,-103.305374,20.583418
"Usted muy mayate, pues yo tengo moyote, ¡traz! https://t.co/vrWpi706Nb",Sun May 03 01:26:13 +0000 2020,Abortería La Luz,-99.15776,19.41579,-99.15776,19.41579,-99.15776,19.41579,-99.15776,19.41579
"¡Estoy HASTA LA VERGA de los putos moscos! Anoche fue una pesadilla, me dió insomnio y el pinche moyote zumbando y picandome el culero. 😫",Tue May 05 02:48:14 +0000 2020,"Cuauhtémoc, Distrito Federal",-99.18435,19.399835,-99.18435,19.465837,-99.122382,19.465837,-99.122382,19.399835
"@Moyotec @jorge71ferro @martinolimx No me la sabia, saludos desde Yucatán",Wed May 06 15:01:27 +0000 2020,"Progreso, Yucatán",-89.863242,21.138711,-89.863242,21.317529,-89.486557,21.317529,-89.486557,21.138711
Maté a un moyote que me había chupado tanta sangre que esto parece escena del Blog del Narco. https://t.co/vjpHNWlWBJ,Fri May 08 06:30:38 +0000 2020,"Cuauhtémoc, Distrito Federal",-99.18435,19.399835,-99.18435,19.465837,-99.122382,19.465837,-99.122382,19.399835
@DjRZurita Si es temporada de moyotes...,Fri May 08 20:06:17 +0000 2020,"Delicias, Chihuahua",-105.679033,27.967886,-105.679033,28.2761,-105.350061,28.2761,-105.350061,27.967886
@nosoysil Que es un moyote*? 🤔,Wed May 20 13:18:59 +0000 2020,"Quintana Roo, México",-89.314745,17.893998,-89.314745,21.605108,-86.712218,21.605108,-86.712218,17.893998
"@MiguelVillZir Jajaja usan muchas palabras raras acá, pero Moyote es mi favorita",Thu May 21 06:17:21 +0000 2020,"Torreón, Coahuila de Zaragoza",-103.511379,24.793821,-103.511379,25.694625,-102.954881,25.694625,-102.954881,24.793821
