Tweet,Fecha,Estado,Locacion,Tipo,Longitud,Latitud,Poblacion
"@gaby_rmo Cañón, luego hay unos mosquitos más chiquitos conocidos como “chaquistes”, o chaquiste en singular, que p… https://t.co/dWlMOifZ1X",Thu Jun 11 04:33:29 +0000 2020,Campeche,"Carmen, Balchacah",R,-91.6332875,18.4528265,11
@ximena_af LA HORA DEL CHAQUISTE,Sun Jun 14 03:30:18 +0000 2020,Oaxaca,"Villa de Zaachila, Vicente Guerrero",U,-96.7046225,16.9272875,15910
"En #LaHoradelChaquiste así arrancamos Julio/2020, con ánimos renovados y el firme compromiso de informar veraz y op… https://t.co/hcyzhqidxp",Wed Jul 01 18:05:16 +0000 2020,Tabasco,"Centro, Medellín y Pigua 1ra. Sección",R,-92.9164995,18.0219595,352
"Hoy no te pierdas en ""La Hora del Chaquiste, por @sinreservas620 la participación de la @Psic_FrynneCane con el tem… https://t.co/2a74wx7h0Z",Mon Jul 06 19:41:10 +0000 2020,Tabasco,"Macuspana, Vernet 1ra. Sección (Los Venados)",R,-92.554062,17.9512585,37
Esa gente con complejo de chaquiste; no más están chingue y chingue.,Wed Jul 15 16:39:48 +0000 2020,Yucatán,"Mérida, Mérida",U,-89.62361100000001,20.941035,921771
"""La hora del chaquiste "".",Mon Jul 27 00:07:12 +0000 2020,Veracruz de Ignacio de la Llave,"Tres Valles, Loma San Juan",R,-96.156117,18.2913925,226
"@ElChaquisteQR @literalmexico @lopezobrador_ En época de campaña, el político barato dice mentiras abyectas y ridíc… https://t.co/njWj1aTZ4s",Thu Aug 13 18:14:40 +0000 2020,Jalisco,"Zapopan, Tesistán (San Francisco Tesistán)",U,-103.48477450000001,20.790657000000003,91631
Lo dijo @ElChaquisteQR primero,Tue Sep 15 17:01:17 +0000 2020,Ciudad de México,"Tlalpan, Cañada del Acueducto",R,-99.208364,19.199485,161
"Escapdita con mis  amores  #ChaquistesPlaya #Diversion en Dzilam De Bravo, Yucatan, Mexico https://t.co/CLVlvYAzFF",Sat Sep 19 21:15:43 +0000 2020,Yucatán,"Dzilam de Bravo, San Juan",R,-88.69143550000001,21.439546500000002,0
Cómo mierda puede vivir la gente en tux alv para ver chaquistes 😭,Sun Oct 25 14:58:36 +0000 2020,Oaxaca,"San Juan Bautista Tuxtepec, Palmilla",R,-96.08363299999999,18.059159,72
"Ya no se que es más peor ¿si el mosquito o el chaquiste? 😣

Ya no aguanto la comezón.",Mon Nov 09 04:56:36 +0000 2020,Veracruz de Ignacio de la Llave,"Emiliano Zapata, Rinconada",U,-96.564308,19.353661,8005
Ya empezamos La Hora del Chaquiste con las noticias del día.,Thu Nov 12 23:38:00 +0000 2020,Tabasco,"Centro, Medellín y Pigua 1ra. Sección",R,-92.9164995,18.0219595,352
"Garrapatas, cucarachas, chinches, piojos, pulgas, jejenes, chaquistes, liendres, hormigas, ah y uno que otro insect… https://t.co/PLORpI6NEV",Fri Nov 13 02:05:06 +0000 2020,Puebla,"Puebla, Fundadores del Ejido Colonia Chapultepec",R,-98.1542665,19.0322295,550
Ya empezó La Hora del Chaquiste a con las noticias que a ti te interesan.,Fri Nov 13 23:57:03 +0000 2020,Tabasco,"Centro, Medellín y Pigua 1ra. Sección",R,-92.9164995,18.0219595,352
Ya empezó La Hora del Chaquiste con las notas más importantes del dia,Mon Nov 16 23:21:26 +0000 2020,Tabasco,"Centro, Medellín y Pigua 1ra. Sección",R,-92.9164995,18.0219595,352
Ya empezamos La Hora del Chaquiste con las notas más importantes de hoy.,Wed Nov 25 23:43:07 +0000 2020,Tabasco,"Centro, Medellín y Pigua 1ra. Sección",R,-92.9164995,18.0219595,352
Mendigo chaquistes,Wed Dec 09 18:00:01 +0000 2020,Tamaulipas,"Altamira, La Selva",R,-98.082815,22.560886000000004,3
"En entrevista en #LaHoradelChaquiste, la lideresa @Alcudia_SNTE29 explica la forma en que se va a solucionar el tem… https://t.co/TLhhUaW6db",Thu Dec 10 03:11:17 +0000 2020,Tabasco,"Centro, Medellín y Pigua 1ra. Sección",R,-92.9164995,18.0219595,352
No saben lo agradecida que estuve de no sentir chaquistes,Tue Dec 15 04:44:18 +0000 2020,Nayarit,"Bahía de Banderas, Juan Colorado",R,-105.2845295,20.835845,0
"@ElChaquisteQR Buenos días, le enviamos un me saje para darle seguimiento a su caso. Favor de contestar las pregunt… https://t.co/rDM4hkew0w",Thu Feb 25 22:04:26 +0000 2021,México,"Naucalpan de Juárez, Cipreses (Las Julianas)",R,-99.310428,19.473793999999998,222
Necesito para la época del mosquito y el chaquiste,Sun Feb 28 02:05:54 +0000 2021,Tabasco,"Centro, Medellín y Pigua 1ra. Sección",R,-92.9164995,18.0219595,352
"@MarybelVillegas @ElChaquisteQR A fuerza pretendes seguir viviendo de la política, cuantos partidos van ? 5 felicid… https://t.co/N7vzsNctF5",Mon Mar 08 11:55:27 +0000 2021,Quintana Roo,"Othón P. Blanco, Villamil",R,-88.3857435,18.5934905,0
"Puedo soportar el calor pero no los mosquitos, el chaquiste, el tábano y el rodador 😩",Sun Mar 21 21:45:39 +0000 2021,Tabasco,"Huimanguillo, Manuel Sánchez Mármol",R,-93.71282000000001,17.7624055,699
"Barrilitos ,que en mi pueblo les decimos chaquistes ,y muy quemada ,y uds que tal su fin",Mon Mar 22 03:45:35 +0000 2021,Jalisco,"San Pedro Tlaquepaque, Colonia Cerro del Cuatro",R,-103.34832399999999,20.592133,0
@LaTecaDeOro Hasta se te olvidan los chaquistes (no sé si este bien escrito) jajaja 😂🤣 ahora que vaya a Ixtepec ten… https://t.co/OnJNShzqQD,Wed Mar 24 04:21:19 +0000 2021,Ciudad de México,"Tlalpan, Cañada del Acueducto",R,-99.208364,19.199485,161
"Esta Tarde como cada Jueves, participaremos con el Lic Enrique Lodoza Muñiz en su programa  LA HORA DEL CHAQUISTE,… https://t.co/zfitT5wK1G",Thu Apr 29 20:04:43 +0000 2021,Ciudad de México,"Venustiano Carranza, Venustiano Carranza",U,-99.087817,19.4320755,443704
Gracias @Lodoza por el espacio brindado en tu programa #LaHoraDelChaquiste; agradezco me permitan exponer mis propu… https://t.co/TgBuBMoTcT,Tue May 25 23:57:08 +0000 2021,Tabasco,"Centro, Medellín y Pigua 1ra. Sección",R,-92.9164995,18.0219595,352
Ya va a empezar el chaquiste.,Wed Jun 09 00:58:30 +0000 2021,Tabasco,"Paraíso, Moctezuma 3ra. Sección",R,-93.251014,18.3567945,878
"Paaaaasuuuperramadreee pa chaquistera, ya lleva 4 dias seguidos 😭🥴🥴🥴",Sat Jun 12 23:18:04 +0000 2021,Veracruz de Ignacio de la Llave,"Alvarado, Bahía",R,-95.8132295,18.8352255,0
@LaSirenah_ Chaquiste,Sun Jun 13 02:12:37 +0000 2021,Tabasco,"Comalcalco, Tupilquillo",R,-93.341606,18.291262,760
@Don_Susano Seguro que Irene no conoce Sisal ni sus chaquistes o Celestún y los tábanos... Ni una buena caminata en… https://t.co/EGpMc7HqUt,Fri Jun 18 02:43:22 +0000 2021,Yucatán,"Dzemul, Santa Magdalena",R,-89.36163950000001,21.25045,0
"Que bueno que no vivimos de la pesca, no agarramos más que chaquiste jaja",Mon Jun 21 02:47:43 +0000 2021,Veracruz de Ignacio de la Llave,"Agua Dulce, La Gloria",R,-94.17138299999999,18.0902165,17
estoy empezando a odiar los piquetes de chaquiste😣 nunca me habían picado tan feo😭,Thu Jun 24 13:10:56 +0000 2021,Campeche,"Carmen, Balchacah",R,-91.6332875,18.4528265,11
"Hey!, Ya se soltó el ""chaquisterío"". @Cafetaleros_Ch https://t.co/7qeMcJIAja",Sat Jul 03 17:25:54 +0000 2021,Chiapas,"Tuxtla Gutiérrez, Tuxtla Gutiérrez",U,-93.095771,16.762267,578830
"La Participación de su servidor HOY 8 de Julio en 620 AM ""LA HORA DEL CHAQUISTE"" conducido por el Lic Enrique Lodoz… https://t.co/2R7lk43I6Y",Fri Jul 09 04:48:11 +0000 2021,Ciudad de México,"Venustiano Carranza, Venustiano Carranza",U,-99.087817,19.4320755,443704
Los chaquistes me tienen loca ☹️😭,Mon Aug 02 23:40:37 +0000 2021,Veracruz de Ignacio de la Llave,"Alvarado, Bahía",R,-95.8132295,18.8352255,0
"LA CRISIS DEL PODER EJECUTIVO FEDERAL
Mi comentario hoy en 620am ""LA HORA DEL CHAQUISTE"" conducido por el LIC Enriq… https://t.co/KqU5bBiPzI",Fri Aug 13 04:13:31 +0000 2021,Ciudad de México,"Venustiano Carranza, Venustiano Carranza",U,-99.087817,19.4320755,443704
Conocen el chaquiste? Malditos insectos,Sat Aug 14 12:35:02 +0000 2021,Tabasco,"Centla, San Juanito de Tres Brazos",R,-92.6591545,18.3605885,97
"@ElChaquisteQR @rochaperiodista Usted debe ser fan de Adela Micha, que confunde al Maestro Francisco Toledo con Mauricio Toledo",Fri Aug 27 03:32:28 +0000 2021,Puebla,"Puebla, Fundadores del Ejido Colonia Chapultepec",R,-98.1542665,19.0322295,550
"Yo, la de la del chaquiste",Thu Sep 02 19:22:22 +0000 2021,Chiapas,"Reforma, El Trapiche",R,-93.235548,17.865755,222
Ya voy pal paso a matar chaquistes,Tue Sep 07 12:24:50 +0000 2021,Veracruz de Ignacio de la Llave,"Alvarado, Bahía",R,-95.8132295,18.8352255,0
"@alejandrodelb Necesitas preguntarme a donde ir a comer, controlo esos lugares y cuidado con el Chaquiste",Thu Sep 09 12:55:56 +0000 2021,Coahuila de Zaragoza,"Viesca, El Alto del Palomillo",R,-103.23313,25.244222999999998,0
@montallica76 @mari_daysi @_LAR0WE_ @THEOLDCHINESE @Chuck_De_Gaulle @JesusVegaPache1 @ArturoEMayer @ElChaquisteQR… https://t.co/UC3DUeOg0Q,Thu Oct 14 19:45:27 +0000 2021,Jalisco,"Arandas, La Lagunita",R,-102.26978550000001,20.749763,15
@_LAR0WE_ @PepeResortera @Jocana_C @ElChaquisteQR @EDOUDALIS @ness5791 @DrHumbertoVliz1 https://t.co/QBF7TwWtMn,Sat Oct 16 16:24:18 +0000 2021,Jalisco,"Guadalajara, Guadalajara",U,-103.335882,20.676651999999997,1385621
"@fabianlopezjim2 A QUE CAÑON ESTA EL CAÑON DEL SUMIDERO 
#Chiapas #vivemexico #Turismo #viajeros #chaquistechiapas… https://t.co/xbtCHzb4Ng",Sun Nov 28 19:52:21 +0000 2021,Chiapas,"Tuxtla Gutiérrez, Tuxtla Gutiérrez",U,-93.13965950000001,16.7424355,578830
Alimento de chaquistes 😩 https://t.co/5jMLpO7N2k,Wed Dec 29 23:19:51 +0000 2021,Veracruz de Ignacio de la Llave,"Minatitlán, Ampliación el Depósito",R,-94.3909125,17.706791000000003,91
Que harto me tienen los zancudos y chaquistes pa la madreeeee,Thu Dec 30 01:03:36 +0000 2021,Veracruz de Ignacio de la Llave,"Alvarado, Bahía",R,-95.8132295,18.8352255,0
"@Marman63 @ALEPHBIO @ElChaquisteQR Son los mismos, nos siguen copulando, solo cambiamos  de padrote, el actual y su… https://t.co/mWXvcxci8D",Sat Jan 01 04:46:09 +0000 2022,Nuevo León,"Monterrey, Monterrey",U,-100.29359149999999,25.6417185,1142952
@VaniaPeredaa Otra cosa igual o hasta más provinciana son los chaquistes 🦟,Mon Jan 03 00:10:12 +0000 2022,Nuevo León,"San Nicolás de los Garza, San Nicolás de los Garza",U,-100.27047400000001,25.736714999999997,412199
"""LOS MERCADERES DEL CAOS""

Radio Acir ""La Hora del Chaquiste""
10 de Febrero de 2022

https://t.co/HPfpR4Dqfa",Fri Feb 11 03:06:06 +0000 2022,Ciudad de México,"Venustiano Carranza, Venustiano Carranza",U,-99.087817,19.4320755,443704
@ElChaquisteQR @RiosCorona222 @DonVocero @lopezobrador_ Faltó el Aaayyyyy mmaaddrreeee!!!!,Sun Feb 20 23:14:31 +0000 2022,Jalisco,"Guadalajara, Guadalajara",U,-103.335882,20.676651999999997,1385621
"📻💻 #EnVivo Platico con Enrique @Lodoza, en el estudio de #LaHoraDelChaquiste @sinreservas620, sobre… https://t.co/c7ROW9jC5X",Fri Feb 25 00:06:54 +0000 2022,Ciudad de México,"Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884
"@ElChaquisteQR @ManadaPolitica @econokafka Ni la guerra 🤣🤣🤣
#JoseRamonLopezBeltran9",Tue Mar 01 22:08:46 +0000 2022,Quintana Roo,"Benito Juárez, Premasa del Caribe",R,-87.0316645,21.048719,0
@ElChaquisteQR @NachoRgz @lopezobrador_ Doctor Javier Duarte De Ochoa para presidente.,Mon Mar 21 14:38:05 +0000 2022,Nuevo León,"Juárez, Los Canelos",R,-100.118882,25.6083315,5
Hoy platicamos en #LaHoradelChaquiste con @gmedina25 sobre el inicio de la  temporada beisbolera y el arranque de… https://t.co/1xMxMsvZfl,Tue Apr 12 00:11:29 +0000 2022,Tabasco,"Centro, Medellín y Pigua 1ra. Sección",R,-92.9164995,18.0219595,352
@Nelsonjokers @AnaFriasPulido Fácil tenemos 4 variedades en la zona además de los chaquistes y los Tábanos,Sat May 14 06:49:13 +0000 2022,Veracruz de Ignacio de la Llave,"Juan Rodríguez Clara, La Concepción",R,-95.3557545,17.974182,3
@GerardoOrtegon Dao con el chaquiste chao.,Wed Jul 06 20:56:31 +0000 2022,Yucatán,"Mérida, Mérida",U,-89.62361100000001,20.941035,921771
Me mataron los chaquistes ayer y ya hoy me ando mudando al cielo,Thu Jul 07 12:52:38 +0000 2022,Tabasco,"Huimanguillo, Manuel Sánchez Mármol",R,-93.71282000000001,17.7624055,699
"*El PERFIL CRIMINAL nace en la EDUCACIÓN DEL HOGAR*
#DiaDelAbogado
 Radio 620
 ""La Hora del Chaquiste""

https://t.co/rafwIs6fuZ",Sat Jul 16 00:15:33 +0000 2022,Tabasco,"Centro, Medellín y Pigua 1ra. Sección",R,-92.9164995,18.0219595,352
