Tweet,Fecha,Estado,Locacion,Tipo,Longitud,Latitud,Poblacion
"Puta gente naca que agarra los bolillos con la mano y no con las pinzas😡
Pd: estimada soriana Naranjos, no que ya i… https://t.co/t9L0pURDEu",Fri Apr 24 17:23:25 +0000 2020,Veracruz de Ignacio de la Llave,Naranjos Amatlán,R,-97.6875025,21.308754,0
@mueganobarbon Hijole joven ya se me acabaron los bolillos con el cliente pasado ☹️☹️☹️,Sat Apr 25 03:02:09 +0000 2020,México,Tlalnepantla de Baz,U,-99.1642825,19.543933000000003,658907
Team México con bolillos en zoom,Sat Apr 25 14:55:10 +0000 2020,Ciudad de México,Benito Juárez,U,-99.1614805,19.380613,434153
@Foko007 @Jonaathan02p @danylopez996 @dannapaola Quienes son los traga bolillos 🥴,Wed Apr 01 06:59:40 +0000 2020,Jalisco,Guadalajara,U,-103.335882,20.676651999999997,1385621
"Mi papá le dió una rebanada de pastel a su amigo el bolillero que diario pasa, ya tenemos bolillos asegurados 🥰",Thu Apr 02 23:56:44 +0000 2020,Colima,Manzanillo,R,-104.36337999999999,19.128538,0
Me siento mal por todas esas personas que comen bolillos en vez de un delicioso pan francés https://t.co/pMs1xPgAwn,Sun Apr 05 19:21:17 +0000 2020,Coahuila de Zaragoza,Viesca,R,-103.23313,25.244222999999998,36
"Con bolillos duros,hicimos un pan francés (con curry, Canela, cúrcuma, vainilla), con 4 manzanas ""bofas"" las  pusim… https://t.co/zzmQMRK206",Sun Apr 05 22:07:49 +0000 2020,Baja California,Playas de Rosarito,R,-116.88884350000001,32.252480500000004,2
"Bolillon y Conchitas hechas a mano y con harto cariño por panfiliapanaderia aqui en #Querétaro

Estan recibiendo pe… https://t.co/j8V3NHiM3J",Mon Apr 06 16:25:21 +0000 2020,Querétaro,Querétaro,R,-100.4405945,20.7152745,9
"Ahora que estamos en cuaresma, la capirotada. 😖
No puedo con la textura del bolillos mojado, me da ewww, aunque el… https://t.co/eH9Gt0SDGk",Mon Apr 06 23:02:54 +0000 2020,San Luis Potosí,San Luis Potosí,R,-100.955511,22.3111195,18
"@Cecylia_diaz El hambre es el hambre, yo ya hasta limpie la casa y fui por los bolillos tengo todo el día para tener flojera",Tue Apr 07 16:17:34 +0000 2020,Querétaro,San Juan del Río,U,-100.014785,20.388074500000002,177719
