Tweet,Fecha,Locacion,Longitud(V1),Latitud(V1),Longitud(V2),Latitud(V2),Longitud(V3),Latitud(V3),Longitud(V4),Latitud(V4)
@bolillo11 @zurdo_vazquez Hasta dos !!!,Tue Apr 21 20:55:23 +0000 2020,"Lerdo, Durango",-103.978983,25.174974,-103.978983,25.767788,-103.336703,25.767788,-103.336703,25.174974
"@Anahi quiero estas rectas, se podrá?
Tortilla con sal
Bolillo con Chile en vinagre
Agua de limón
Tang
Te de manzanilla",Tue Apr 21 21:33:27 +0000 2020,"Reynosa, Tamaulipas",-98.587332,25.445849,-98.587332,26.227286,-98.13773,26.227286,-98.13773,25.445849
@Azafran_ConMiel Bolillo y cajeta...,Tue Apr 21 23:53:50 +0000 2020,"San Luis Potosí, México",-101.169792,21.959357,-101.169792,22.662882,-100.74123,22.662882,-100.74123,21.959357
Quiero bolillos. Me quiero hacer una tortita de jamón con queso panela. 😋,Wed Apr 22 00:38:37 +0000 2020,"Cuauhtémoc, Distrito Federal",-99.18435,19.399835,-99.18435,19.465837,-99.122382,19.465837,-99.122382,19.399835
@Azafran_ConMiel Bolillo con natas,Wed Apr 22 00:58:00 +0000 2020,"San Mateo Atenco, México",-99.56804,19.238034,-99.56804,19.286174,-99.519613,19.286174,-99.519613,19.238034
Mi mamá se puso muy triste porque le dije que no tenía bolillo para cenar Molletes :(,Thu Apr 23 01:59:43 +0000 2020,"Xalapa, Veracruz de Ignacio de la Llave",-96.971524,19.48425,-96.971524,19.599858,-96.800642,19.599858,-96.800642,19.48425
Estaba esperando al boli lleno pa hacerme un bolillo con mantequilla y azúcar y no hay puta mantequilla perra vida,Thu Apr 23 13:59:40 +0000 2020,"Lázaro Cárdenas, Michoacán de Ocampo",-102.802914,17.915219,-102.802914,18.252498,-102.112198,18.252498,-102.112198,17.915219
Casa vez más defeña todo lo quiero poner en un bolillo,Thu Apr 23 22:09:53 +0000 2020,"Álvaro Obregón, Distrito Federal",-99.324375,19.232228,-99.324375,19.403856,-99.171644,19.403856,-99.171644,19.232228
@bolillo11 @ivan_guerrero96 Jajajajajajaja!,Fri Apr 24 02:31:10 +0000 2020,"Lerdo, Durango",-103.978983,25.174974,-103.978983,25.767788,-103.336703,25.767788,-103.336703,25.174974
Me la pusiste como bolillo de Soriana.,Fri Apr 24 02:39:13 +0000 2020,"Puebla, México",-98.289206,18.83765,-98.289206,19.226809,-98.019327,19.226809,-98.019327,18.83765
