Tweet,Fecha,Estado,Locacion,Tipo,Longitud,Latitud,Poblacion
@flowerdudee Wey real me dio miedo esta super sociopata su trip suponiendo vergos de cosas de q mi ex???? Mi alcoba???? Miedo,Thu Apr 23 21:56:31 +0000 2020,Jalisco,"Guadalajara, Guadalajara",U,-103.335882,20.676651999999997,1385621
"~ Necesito terminar está alcoba @pinturascomex "" Mi Color ""  Hielo [167-01] es el color perfecto para ""sentirme"" en… https://t.co/rANAQxkuXS",Fri Apr 24 19:06:19 +0000 2020,Chihuahua,"Juárez, Luis Carlos Ruiz",R,-106.568008,31.452274000000003,0
Pon a trabajar la mejor versión de ti y Dios te dará la mejor vida. 💕 en Mi Alcoba https://t.co/jPigA9dgI4,Sat Apr 25 17:47:41 +0000 2020,Ciudad de México,"La Magdalena Contreras, La Magdalena Contreras",U,-99.24800950000001,19.318042,246428
"@juegosdealcoba_ Entonces creo que no deberían llamarlas empresas, el término pymes es el adecuado y tienen muchos… https://t.co/ayqAkuSmC0",Tue Mar 31 17:16:35 +0000 2020,Ciudad de México,"Tláhuac, Las Calabacitas",R,-99.050461,19.342788499999997,19
"Mía Colucci desde el ventanal de su alcoba disfrutando su baño de sol ☀️ 🐈 en Mexico City, Mexico https://t.co/m7hyCa98pB",Fri Apr 03 15:19:12 +0000 2020,Ciudad de México,"Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884
@kpauwells Qué tal si ya le expreso todo su amor y cariño en la 1er alcoba de la nación. #MañaneroCumpleañero.,Sun Apr 26 17:58:35 +0000 2020,México,"Chalco, Hacienda del Moral",R,-98.824316,19.240053500000002,38
Mis amigas los jueves atendiendo mis #CoversDeAlcoba LIVE ⭐️⭐️⭐️⭐️⭐️ HAHA,Sat Apr 11 19:57:21 +0000 2020,Veracruz de Ignacio de la Llave,"Pueblo Viejo, Chijol Corona",R,-97.8225365,22.283026,0
"@juegosdealcoba_ @HectorAtarrabia Jajajajajaja, hagan la prueba y verán que ganarán de todas formas, el año que quieras mija",Thu Apr 16 03:14:12 +0000 2020,Jalisco,"Guadalajara, Guadalajara",U,-103.335882,20.676651999999997,1385621
"Ví como el foco de la alcoba de mi madrina se encendía y pasaba un a figura esbelta por el ventanal del balcon, así… https://t.co/dnkiPULbOC",Mon Apr 20 01:57:18 +0000 2020,Sinaloa,"Mazatlán, Telcoyonqui",R,-106.2717475,23.46814,53
@Mikystoteles @ChinoBedolla @SimpsonitoMX No te he dicho que no pintes las paredes? A tu alcoba 😠 https://t.co/w432T0hh4Q,Tue Apr 21 03:35:22 +0000 2020,Puebla,"Puebla, Fundadores del Ejido Colonia Chapultepec",R,-98.1542665,19.0322295,550
