Tweet,Fecha,Locacion,Coordenadas
@Renee_Vargas No hay pedo hay un par de las que bebería el agua en que se bañan 🛀 y lamería el retrete 🚽 en el que se sientan.,Mon Apr 20 19:44:51 +0000 2020,México,"[[[-118.403857, 14.531918], [-118.403857, 32.718919], [-86.712218, 32.718919], [-86.712218, 14.531918]]]"
"Amigos estaba guardado mi galleta espacial en mi baño, me subí en mi retrete y lo rompí me di el putazo de mi vida :(",Tue Apr 21 00:02:06 +0000 2020,"Isla Mujeres, Quintana Roo","[[[-87.395993, 21.200226], [-87.395993, 21.605108], [-86.712218, 21.605108], [-86.712218, 21.200226]]]"
"@ChumelTorres Florero, panera y hasta retrete por eso de los niveles de 💩, pero presidente, vemos 🤷🏻‍♂️ https://t.co/RjvrwU03i6",Mon Apr 27 22:03:57 +0000 2020,"Salamanca, Guanajuato","[[[-101.312366, 20.436708], [-101.312366, 20.866516], [-101.027978, 20.866516], [-101.027978, 20.436708]]]"
"Twitter es el retrete emocional y visceral de las ideas políticas de la gente.

  ¡Ya he visto suficiente!",Thu Apr 30 19:35:39 +0000 2020,"Nezahualcóyotl, México","[[[-99.067766, 19.366862], [-99.067766, 19.498582], [-98.966267, 19.498582], [-98.966267, 19.366862]]]"
Aquí te hablan #SergioRetrete @econokafka,Fri May 01 17:04:13 +0000 2020,"Tequixquiac, México","[[[-99.225236, 19.819428], [-99.225236, 19.984801], [-99.059669, 19.984801], [-99.059669, 19.819428]]]"
@LOVREGA @a745b14a16d24cc No tienes remedio Jesús. Eres un trapeador Islas. Un trapeador de retretes públicos.,Sun May 03 20:59:32 +0000 2020,"Querétaro, Querétaro Arteaga","[[[-100.596343, 20.50317], [-100.596343, 20.927379], [-100.284846, 20.927379], [-100.284846, 20.50317]]]"
¿Qué es peor? Que se caiga Spotify o ir a cagar en casa ajena y tapar el retrete.     #SpotifyDown,Thu May 07 01:20:26 +0000 2020,"Puebla, México","[[[-98.289206, 18.83765], [-98.289206, 19.226809], [-98.019327, 19.226809], [-98.019327, 18.83765]]]"
"Problemas de vida adulta No. 1875
Cambiar la caja del retrete",Fri May 08 15:09:41 +0000 2020,"Coyoacán, Distrito Federal","[[[-99.205809, 19.297011], [-99.205809, 19.359755], [-99.098871, 19.359755], [-99.098871, 19.297011]]]"
@SresRomanticos Señores que avientan la via lactea en el retrete galáctico....,Tue May 12 19:50:29 +0000 2020,"Aguascalientes, México","[[[-102.588385, 21.622938], [-102.588385, 22.07598], [-102.066029, 22.07598], [-102.066029, 21.622938]]]"
@CarlosLoret @lopezobrador_ Tu con la cabeza llena de mierda regresaré al retrete,Thu May 14 13:42:00 +0000 2020,"Santa María Atzompa, Oaxaca","[[[-96.830795, 17.045932], [-96.830795, 17.11946], [-96.748758, 17.11946], [-96.748758, 17.045932]]]"
@elgatopolitico_ Del retrete no debes de salir,Thu May 14 13:42:38 +0000 2020,"Santa María Atzompa, Oaxaca","[[[-96.830795, 17.045932], [-96.830795, 17.11946], [-96.748758, 17.11946], [-96.748758, 17.045932]]]"
@JLozanoA Vaya ya saliste del retrete,Thu May 14 13:46:15 +0000 2020,"Santa María Atzompa, Oaxaca","[[[-96.830795, 17.045932], [-96.830795, 17.11946], [-96.748758, 17.11946], [-96.748758, 17.045932]]]"
"En la caricatura: si yo fuera el retrete, RECLAMARIA por echar APESTOSA KK ( Loret), es más, pediria clausurar el C… https://t.co/s93mpZSJF5",Thu May 14 20:51:59 +0000 2020,"Córdoba, Veracruz de Ignacio de la Llave","[[[-97.001897, 18.837368], [-97.001897, 19.013211], [-96.872107, 19.013211], [-96.872107, 18.837368]]]"
"@CarlosLoret Yo ya le habia jalado a la palanca del retrete loret, todavia sigues aqui?",Mon May 18 03:34:36 +0000 2020,"Toluca, México","[[[-99.782579, 19.076393], [-99.782579, 19.49225], [-99.528773, 19.49225], [-99.528773, 19.076393]]]"
"@maperales @omipera @jcph99 @DgoPH Están chidas, sobre todo las desde el retrete",Wed May 20 17:26:19 +0000 2020,"San Pedro Garza García, Nuevo León","[[[-100.425188, 25.583557], [-100.425188, 25.717018], [-100.306878, 25.717018], [-100.306878, 25.583557]]]"
"Miren qué belleza. Y sí, no olvidó el apoyo recibido: sólo que lo lanzó al retrete.",Thu May 21 21:10:57 +0000 2020,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
O sea que son limpias pero están más sucias que un retrete.,Mon May 25 10:40:13 +0000 2020,"Zapopan, Jalisco","[[[-103.664175, 20.583418], [-103.664175, 20.997896], [-103.305374, 20.997896], [-103.305374, 20.583418]]]"
"@lopezobrador_ 🤣🤣🤣🤣 prefiero meter la cabeza al retrete, que ver a par de ancianos ridiculos 🤣🤣🤣🤣",Fri May 29 00:16:23 +0000 2020,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
Desde el sillon? Jaja desde el retrete mas bien!,Fri May 29 17:13:56 +0000 2020,"Monterrey, Nuevo León","[[[-100.421037, 25.480538], [-100.421037, 25.802899], [-100.166146, 25.802899], [-100.166146, 25.480538]]]"
"@EdoardoGil @ANPNL05 Jajajaja cállese meco, aprenda a usar el retrete y luego ande por aquí causando burlas !",Sun May 31 11:30:10 +0000 2020,"Tampico, Tamaulipas","[[[-98.000277, 22.207533], [-98.000277, 22.333057], [-97.833267, 22.333057], [-97.833267, 22.207533]]]"
@jgnaredo @El_Universal_Mx @CarlosLoret EL UNIVERSAL Y SUS COLUMNISTAS MIERDA COMO LA LORETA EQUIVALEN A UN RETRETE.....,Wed Jun 03 02:11:17 +0000 2020,"Monterrey, Nuevo León","[[[-100.421037, 25.480538], [-100.421037, 25.802899], [-100.166146, 25.802899], [-100.166146, 25.480538]]]"
@marcos_eltigre7 @ChumelTorres ¿ quien es @ChumelTorres y porqué no está limpiando mi retrete ?🚽,Sun Jun 07 18:03:51 +0000 2020,Mexico,"[[[-118.403857, 14.531918], [-118.403857, 32.718919], [-86.712218, 32.718919], [-86.712218, 14.531918]]]"
"@MarkoCortes Será la fecha inolvidable pues finalmente los arrojaremos al retrete.

Ahora sí tendrás que trabajar holgazán",Sun Jun 07 22:43:36 +0000 2020,"Alvarado, Veracruz de Ignacio de la Llave","[[[-96.11682, 18.554787], [-96.11682, 19.115664], [-95.509639, 19.115664], [-95.509639, 18.554787]]]"
¿Se les salió el agua por los retretes en Lindavista?,Tue Jun 09 03:23:44 +0000 2020,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
¿Cuántas veces has metido la mano al retrete?,Tue Jun 09 08:52:38 +0000 2020,"Ecatepec de Morelos, México","[[[-99.118665, 19.484399], [-99.118665, 19.652161], [-98.970224, 19.652161], [-98.970224, 19.484399]]]"
Soñé que tenía una plática con mi Crush en un baño al parecer público mientras usaba el retrete del lado mío y no e… https://t.co/ZSfGn7rTOT,Tue Jun 09 22:35:42 +0000 2020,"Monterrey, Nuevo León","[[[-100.421037, 25.480538], [-100.421037, 25.802899], [-100.166146, 25.802899], [-100.166146, 25.480538]]]"
@Pamela_Vlz @jomaralexandor En tu casa tu madre acostumbraba sacar del retrete el desayuno? en lo personal aprendí… https://t.co/HHoV3kxr5n,Sat Jun 13 11:47:17 +0000 2020,"Santa Catarina, Nuevo León","[[[-100.728905, 25.414157], [-100.728905, 25.752844], [-100.236593, 25.752844], [-100.236593, 25.414157]]]"
"@IMA3250 @Mau33h Yo también tengo jale para ti,necesito quien limpie mi retrete y le dé brillo a mis zapatos",Sat Jun 13 20:27:00 +0000 2020,Mexico,"[[[-118.403857, 14.531918], [-118.403857, 32.718919], [-86.712218, 32.718919], [-86.712218, 14.531918]]]"
"@sonate_bleu No, en el retrete de Palacio.",Sun Jun 14 13:07:07 +0000 2020,"Xaltocan, Tlaxcala","[[[-98.298712, 19.360852], [-98.298712, 19.478929], [-98.189129, 19.478929], [-98.189129, 19.360852]]]"
Lunes de introspección en el retrete 🤔🤔,Mon Jun 15 14:57:49 +0000 2020,"Iztapalapa, Distrito Federal","[[[-99.140238, 19.284692], [-99.140238, 19.400885], [-98.960684, 19.400885], [-98.960684, 19.284692]]]"
Ni madres! VOTO X VOTO CASILLA X CASILLA PAQUETE X PAQUETE MORENA AL RETRETE!,Mon Jun 22 12:51:15 +0000 2020,"Cuautitlán Izcalli, México","[[[-99.294897, 19.580497], [-99.294897, 19.732082], [-99.172417, 19.732082], [-99.172417, 19.580497]]]"
La NASA convoca a diseñar retrete espacial: La convocatoria cerrará sus inscripciones el 17 de agosto del 2020 y el… https://t.co/D57XqOMJpI,Mon Jun 29 19:01:36 +0000 2020,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
@Giancalo2274 @raulmenguz Y que FECAL con su proyecto México Libre se vaya al retrete de la historia.,Mon Jun 29 22:22:20 +0000 2020,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
Yo solo digo muchas utilizan el twiter como retrete 🚽 para vomitar sus frustraciones,Thu Jul 02 22:13:32 +0000 2020,"Mazatlán, Sinaloa","[[[-106.619116, 23.068553], [-106.619116, 23.867727], [-105.924379, 23.867727], [-105.924379, 23.068553]]]"
"@EmmLapin Changos! Un retrete a centímetros de la cama. Cuánto lujo, caray! https://t.co/S9l7V1Ulbm",Sun Jul 05 21:06:54 +0000 2020,"Miguel Hidalgo, Distrito Federal","[[[-99.259495, 19.386371], [-99.259495, 19.473498], [-99.163526, 19.473498], [-99.163526, 19.386371]]]"
Que puto asco tener que jugar en el pinche retrete. Y más con esos letreros de carnicería de las gradas. Pilas… https://t.co/rPSVISFNjY,Sun Jul 12 23:19:56 +0000 2020,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
@Hugo_MS1 Todo es atole con el dedo. Estos de Morena son el retrete de todo lo peor de nuestro sistema partidista.… https://t.co/cif263ICdk,Thu Jul 16 22:46:38 +0000 2020,"Mexicali, Baja California","[[[-115.818421, 30.86042], [-115.818421, 32.718919], [-114.639939, 32.718919], [-114.639939, 30.86042]]]"
@xeduardo93 O a el retrete xc #andababienpedo,Thu Jul 23 01:02:52 +0000 2020,"Guadalupe, Nuevo León","[[[-100.274823, 25.621688], [-100.274823, 25.731519], [-100.117445, 25.731519], [-100.117445, 25.621688]]]"
Retrete y,Sat Jul 25 14:37:08 +0000 2020,El Rincón Brujo,"[[[-98.201699, 19.0724], [-98.201699, 19.0724], [-98.201699, 19.0724], [-98.201699, 19.0724]]]"
"Y aqui ando valiendo verga en el retrete, todo porque a don pendejo se le antojo cenar cereal con leche siendo into… https://t.co/5iLuUMsZN0",Wed Jul 29 08:50:58 +0000 2020,"Felipe Carrillo Puerto, Quintana Roo","[[[-88.707713, 19.048519], [-88.707713, 20.300188], [-87.409805, 20.300188], [-87.409805, 19.048519]]]"
"Un vato se la está jalando en el retrete de a lado 🤤🤤🤤 solo se ve la sombra cómo está en chinga!
Baños de plaza patio #NuncaCierren 😍🤤",Wed Jul 29 16:51:31 +0000 2020,"Saltillo, Coahuila de Zaragoza","[[[-101.620178, 24.542295], [-101.620178, 25.522968], [-100.713744, 25.522968], [-100.713744, 24.542295]]]"
"Ni en el retrete de Guadalajara ni en el hermoso TSM, chiVAR es y seguirá  siendo nuestro hijo!!!!!!",Mon Aug 03 02:15:39 +0000 2020,"Torreón, Coahuila de Zaragoza","[[[-103.511379, 24.793821], [-103.511379, 25.694625], [-102.954881, 25.694625], [-102.954881, 24.793821]]]"
"@BaksLive Disculpen a la dama, razona fuera del retrete 🙃",Mon Aug 03 05:19:32 +0000 2020,"Guadalupe, Nuevo León","[[[-100.274823, 25.621688], [-100.274823, 25.731519], [-100.117445, 25.731519], [-100.117445, 25.621688]]]"
"@LillyTellez No serás gobernadora, serás más mierda en el retrete de la historia.",Tue Aug 04 21:15:15 +0000 2020,"Tlalpan, Distrito Federal","[[[-99.315748, 19.087511], [-99.315748, 19.311459], [-99.10098, 19.311459], [-99.10098, 19.087511]]]"
"@letiblancossio @LillyTellez @sabinaberman @RicardoBSalinas No, no será gobernadora, será otra mierda más en el retrete de la historia.",Tue Aug 04 21:16:26 +0000 2020,"Tlalpan, Distrito Federal","[[[-99.315748, 19.087511], [-99.315748, 19.311459], [-99.10098, 19.311459], [-99.10098, 19.087511]]]"
@Durden Ahorita le encuentran cómo darte la vuelta tipo. Mi casa no tenía retrete y pum. Mi argumento vale más que… https://t.co/Z4PiUEAESw,Tue Aug 04 23:34:00 +0000 2020,"Miguel Hidalgo, Distrito Federal","[[[-99.259495, 19.386371], [-99.259495, 19.473498], [-99.163526, 19.473498], [-99.163526, 19.386371]]]"
"@FrancoRojasP No veo a nadie con mascarillas 🧐🧐🧐🧐 estos están peor que la pandemia, ya para el retrete",Fri Aug 07 06:45:52 +0000 2020,"Miguel Hidalgo, Distrito Federal","[[[-99.259495, 19.386371], [-99.259495, 19.473498], [-99.163526, 19.473498], [-99.163526, 19.386371]]]"
"😨🤣¿Y estos datos ya te lo sabías?🤭😱🔥.
.
Pd.: Esos retretes son eficientes 👌🏻🤣🤣.
.
⬇️¿Quieres ver más videos así?😱⬇️… https://t.co/qds3aN36kp",Sat Aug 15 03:23:24 +0000 2020,"Benito Juárez, Quintana Roo","[[[-87.322724, 20.734206], [-87.322724, 21.363232], [-86.740605, 21.363232], [-86.740605, 20.734206]]]"
"@el_pais Perdón, pero la RAE no da miedo de nada, da risa por su ridiculez 🤣🤣🤣🤣🤣  con personajes como Perez-Retrete… https://t.co/AZLYpd4Qmr",Sun Aug 16 03:06:55 +0000 2020,"Guadalupe, Nuevo León","[[[-100.274823, 25.621688], [-100.274823, 25.731519], [-100.117445, 25.731519], [-100.117445, 25.621688]]]"
@dmiklos Yo siempre he pensado que Twitter es el retrete emocional del mundo 🤣🤣🤣,Sun Aug 16 21:26:46 +0000 2020,"Nezahualcóyotl, México","[[[-99.067766, 19.366862], [-99.067766, 19.498582], [-98.966267, 19.498582], [-98.966267, 19.366862]]]"
Cada quien es libre de tirar su dinero por el retrete si con ello se siente satisfecho.,Sun Aug 23 14:46:50 +0000 2020,"Toluca, México","[[[-99.782579, 19.076393], [-99.782579, 19.49225], [-99.528773, 19.49225], [-99.528773, 19.076393]]]"
"Del retrete a la fama, así ha sido la dura vida de Ava Max: La cantante, que presenta su primer disco Heaven &amp; Hell… https://t.co/JsZKD0norJ",Tue Aug 25 08:02:08 +0000 2020,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
Bueno bueno pero el PEJE y sus sicarios llenan 4 retretes y llevan solo dos años. Fieles seguidores del 💩💩💩💩pues ta… https://t.co/it7h8iCObS,Mon Aug 31 01:07:52 +0000 2020,"Coyoacán, Distrito Federal","[[[-99.205809, 19.297011], [-99.205809, 19.359755], [-99.098871, 19.359755], [-99.098871, 19.297011]]]"
"Me levanté temprano cara marihuano, 24/7 insano, el corazón Templete. Le rezo al retrete y soy solo el retrato de lo que olvidaron.",Wed Sep 02 10:36:15 +0000 2020,"Pesquería, Nuevo León","[[[-100.131868, 25.661386], [-100.131868, 25.835587], [-99.767795, 25.835587], [-99.767795, 25.661386]]]"
@MaxOtto94673759 @SergioSarmiento Filosofía de retrete?,Wed Sep 02 16:43:06 +0000 2020,"Juárez, Chihuahua","[[[-106.950638, 31.120681], [-106.950638, 31.783867], [-106.185378, 31.783867], [-106.185378, 31.120681]]]"
"@mario_delgado @Mx_Diputados Ojalá aparezcas en alguna boleta de elección, para ponerte en el lugar que te corresponde, en el retrete...",Thu Sep 03 00:58:07 +0000 2020,"Reynosa, Tamaulipas","[[[-98.587332, 25.445849], [-98.587332, 26.227286], [-98.13773, 26.227286], [-98.13773, 25.445849]]]"
"""Retrete, tasa de baño "" in #Jiutepec #Mexico https://t.co/hzmq7KMNWT #zerowaste #free",Fri Sep 04 15:00:49 +0000 2020,"Cuernavaca, Morelos","[[[-99.341179, 18.842003], [-99.341179, 19.025621], [-99.180459, 19.025621], [-99.180459, 18.842003]]]"
@panaclo Posi!ja ja ja hasta diarrea le dio segun mis informantes sigue sentado en el retrete.,Fri Sep 04 15:57:25 +0000 2020,"Querétaro, Querétaro Arteaga","[[[-100.596343, 20.50317], [-100.596343, 20.927379], [-100.284846, 20.927379], [-100.284846, 20.50317]]]"
"@paconavarre7e Navarrete.... Tú agarra el carrete y hasta ""gomitar"" en el retrete",Fri Sep 04 23:30:56 +0000 2020,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
Jajajaja¡ al retrete de su histeria particular¡,Sat Sep 05 05:17:30 +0000 2020,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
"@MrMCuckold Empeño, imaginación y sobre todo producción.
Les da lo mismo una foto en el baño con el retrete sucio q… https://t.co/92EpSvY2ic",Sun Sep 06 16:59:26 +0000 2020,"José Azueta, Guerrero","[[[-101.714639, 17.540426], [-101.714639, 18.060683], [-101.199391, 18.060683], [-101.199391, 17.540426]]]"
"@GMonroyEnergy El webinar debería titularse ""EL RETRETE DE LO PÚBLICO """,Mon Sep 07 18:01:49 +0000 2020,"Durango, México","[[[-105.573153, 23.478062], [-105.573153, 24.430263], [-104.102003, 24.430263], [-104.102003, 23.478062]]]"
@Fco_Alcala Pues como adultos tampoco somos ecofriendly minimo vamos al retrete unas 4 veces al día a orinar o defe… https://t.co/MTaRAR0n1p,Tue Sep 08 05:15:24 +0000 2020,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
"¡GOEEEEI! ¡Mi gato es un genio!

Desde hace unos días encontré evidencia de que se subía al retrete. Yo pensé que,… https://t.co/wuWs6VDCHX",Wed Sep 09 03:21:35 +0000 2020,"Álvaro Obregón, Distrito Federal","[[[-99.324375, 19.232228], [-99.324375, 19.403856], [-99.171644, 19.403856], [-99.171644, 19.232228]]]"
"@Reforma Y es poco
Deberían irse por un retrete al igual que ustedes

 pasquines inmundos !",Sat Sep 12 03:15:34 +0000 2020,"Alvarado, Veracruz de Ignacio de la Llave","[[[-96.11682, 18.554787], [-96.11682, 19.115664], [-95.509639, 19.115664], [-95.509639, 18.554787]]]"
Kanye West mete al retrete un Grammy y lo orina: El músico pidió a otros compañeros que lo apoyen en su lucha contr… https://t.co/VmMH6UeqrP,Wed Sep 16 21:54:12 +0000 2020,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
@blassfemo @SinLinea_Mx @LorenzoAriasRo1 Esos son los intelectuales de cagada que se tienen que ir por el retrete de la historia,Sat Sep 19 02:01:34 +0000 2020,"Chihuahua, México","[[[-106.619964, 28.096608], [-106.619964, 29.787124], [-105.705833, 29.787124], [-105.705833, 28.096608]]]"
@lnedito Yo 20 para estar en el retrete y twitear,Thu Sep 24 14:38:23 +0000 2020,"Xalapa, Veracruz de Ignacio de la Llave","[[[-96.971524, 19.48425], [-96.971524, 19.599858], [-96.800642, 19.599858], [-96.800642, 19.48425]]]"
"@balles72 @tlatoani696 @PequisChula Estos señores no tendrán un minuto de paz, los perseguirán así se arrojen por el retrete.
👍",Thu Oct 01 20:06:49 +0000 2020,"Alvarado, Veracruz de Ignacio de la Llave","[[[-96.11682, 18.554787], [-96.11682, 19.115664], [-95.509639, 19.115664], [-95.509639, 18.554787]]]"
"Deberían normalizar orinar en la ducha y en el jardín, se me hace innecesario bajarle al tanque del retrete y gasta… https://t.co/3rG9DwzP13",Fri Oct 02 02:58:24 +0000 2020,"Boca del Río, Veracruz de Ignacio de la Llave","[[[-96.150405, 19.054575], [-96.150405, 19.231626], [-96.047576, 19.231626], [-96.047576, 19.054575]]]"
Creo que el momento justo de pararte del retrete es cuando sientes que se te empiezan a dormir las piernas,Wed Oct 07 14:20:51 +0000 2020,"Apodaca, Nuevo León","[[[-100.277595, 25.694281], [-100.277595, 25.863077], [-100.05984, 25.863077], [-100.05984, 25.694281]]]"
@BELLATRIX_RAZO @cristina_foto Que ganas de defender tanto ese megaretrete,Fri Oct 09 14:24:53 +0000 2020,"León, Guanajuato","[[[-101.833743, 20.863352], [-101.833743, 21.332768], [-101.369059, 21.332768], [-101.369059, 20.863352]]]"
Parece que el zorrito está cagando en un retrete gigante 🤔🤔🤣🤣,Mon Oct 12 14:21:00 +0000 2020,"León, Guanajuato","[[[-101.833743, 20.863352], [-101.833743, 21.332768], [-101.369059, 21.332768], [-101.369059, 20.863352]]]"
@Daniel76446333 Solo eres el retrete de los machos.,Wed Oct 14 03:11:39 +0000 2020,"Atizapán de Zaragoza, México","[[[-99.330259, 19.51799], [-99.330259, 19.611185], [-99.208125, 19.611185], [-99.208125, 19.51799]]]"
"Jamás superare @ErikaMlz tu  'no me creas nada'

Graciasportirarmifeyesperanzaenlavidaxelretrete https://t.co/PrpiwF9Gwj",Sun Oct 18 16:31:01 +0000 2020,"Atitalaquia, Hidalgo","[[[-99.289432, 20.02093], [-99.289432, 20.094586], [-99.145893, 20.094586], [-99.145893, 20.02093]]]"
A¿Acuantos de ustedes se les ha caído el cubrebocas al retrete?,Mon Oct 19 20:31:47 +0000 2020,"Puebla, México","[[[-98.289206, 18.83765], [-98.289206, 19.226809], [-98.019327, 19.226809], [-98.019327, 18.83765]]]"
@ArmyGonzalezz @Edueilyk Los papeles del baño van en el retrete 🚽 (a menos que sea de los viejitos que no están preparados para eso),Tue Oct 20 21:46:42 +0000 2020,"Monterrey, Nuevo León","[[[-100.421037, 25.480538], [-100.421037, 25.802899], [-100.166146, 25.802899], [-100.166146, 25.480538]]]"
@AmanePrimavera Es la maldiciooooOOOoOn del retrete sucioOOOOoO0o0O0ooo,Thu Oct 22 21:17:39 +0000 2020,"Querétaro, Querétaro Arteaga","[[[-100.596343, 20.50317], [-100.596343, 20.927379], [-100.284846, 20.927379], [-100.284846, 20.50317]]]"
"en GDL, al menos, yo sí me siento segura sentándome en el retrete

todo es culpa de las chilangas
siempre",Sun Oct 25 03:49:50 +0000 2020,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
"Los selfies en el baño deberían llamarse autorretretes... 🤳🚽🤣

#HumorTime #BuenDomingo #Díasss",Sun Oct 25 13:31:17 +0000 2020,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
"Empezamos el día: Antidoping dudoso.

El ""px"" orinó y tomo un poco de agua del retrete 🤢 

- A ver amigo, cómo te e… https://t.co/2wQVVQ3HbX",Mon Oct 26 15:42:50 +0000 2020,"Playas de Rosarito, Baja California","[[[-117.094903, 32.092917], [-117.094903, 32.412044], [-116.682784, 32.412044], [-116.682784, 32.092917]]]"
Si peleas sucio es porque eres mierda y la mierda va en el retrete.,Tue Oct 27 20:39:03 +0000 2020,"Torreón, Coahuila de Zaragoza","[[[-103.511379, 24.793821], [-103.511379, 25.694625], [-102.954881, 25.694625], [-102.954881, 24.793821]]]"
