Tweet,Fecha,Estado,Locacion,Tipo,Longitud,Latitud,Poblacion
"@SamSCid Déjala, después de unos días se quita la picazón",Wed Apr 22 21:02:42 +0000 2020,Coahuila de Zaragoza,"Saltillo, San Felipe",R,-101.166961,25.0326315,97
"Estoy sintiendo picazón, comezón en la garganta, ya vali?",Thu Apr 02 03:57:28 +0000 2020,Nuevo León,"Juárez, Los Canelos",R,-100.118882,25.6083315,5
"Me di la mojada de mi vida al llegar hace un rato del hospital...
Ya comienzo a sentir picazon en mi garganta 🤦🏼‍♀️🥺",Thu Apr 02 06:30:31 +0000 2020,México,"Huehuetoca, Privadas del Valle [Fraccionamiento]",U,-99.25942699999999,19.827575000000003,3733
@tumbaburross Picazón en las nalgas! 😂😂,Sun Apr 05 23:46:31 +0000 2020,Yucatán,"Mérida, Mérida",U,-89.62361100000001,20.941035,921771
@marthaalanismx @camelo_suave @ChairosY Jajaja Martha eso fie estornudo? A mi también me dan picazón estos chairos… https://t.co/LTGge3aEKh,Mon Apr 06 12:18:03 +0000 2020,Querétaro,"Tequisquiapan, El Sueño Bocanegra [Cava de Quesos]",R,-99.955803,20.5514095,0
"Me está dando una picazón insistente y molesta en la garganta y tos también. 
No entraré en pánico. No entraré en p… https://t.co/11vERhBb8A",Mon Apr 06 15:18:34 +0000 2020,Ciudad de México,"Miguel Hidalgo, Miguel Hidalgo",U,-99.2115105,19.4299345,414470
No se si es sicosis o que pero las pocas veces que e salido por lo necesario a la calle me da picazón en todo el cuerpo 😣,Mon Apr 06 21:14:54 +0000 2020,Tabasco,"Jalpa de Méndez, Ribera del Puente",R,-93.10547650000001,18.238456499999998,186
@Chavejo11 @minoria_rapaz @SergioSarmiento @PedroFerriz Los que defienden a @lopezobrador_ tienen picazón intensa a… https://t.co/mAtxU7BGcm,Mon Apr 20 23:15:45 +0000 2020,México,"Tlalnepantla de Baz, Ejido de Tenayuca (Cola de Caballo)",R,-99.1642825,19.543933000000003,71
Hasta picazón me dio.,Tue Apr 21 11:50:40 +0000 2020,Tabasco,"Comalcalco, Tupilquillo",R,-93.341606,18.291262,760
"ok en que estaba, primero tenía picazón en el ojo derecho, más específico por abajo, creí que tendría gripa o peor… https://t.co/X1aW7X8bfR",Thu Apr 30 03:40:03 +0000 2020,Yucatán,"Mérida, Mérida",U,-89.62361100000001,20.941035,921771
"Tengo una picazón por ya hacer mi primer trekking, la neta empezaré en pequeño con los municipios colindantes de mi… https://t.co/MGXTtYL4zD",Mon May 04 06:25:01 +0000 2020,Quintana Roo,"Benito Juárez, Premasa del Caribe",R,-87.0316645,21.048719,0
Ahora que les da picazón y se quieren rascar con uno caramba,Wed May 06 04:49:39 +0000 2020,Quintana Roo,"Solidaridad, San Carlos",R,-87.346982,20.5845305,27
"Problema No. 73838 de padecer rinitis:

Te pica la nariz el 70% del día y entre más intentas calmar la picazón, más aguda se vuelve 🥺",Fri May 08 05:25:28 +0000 2020,Veracruz de Ignacio de la Llave,"Jalacingo, Plan de Hidalgo",R,-97.30165799999999,19.7737955,419
@jorgedalessio Ops! Que polémica! Que picazon para muchos. Todo elnmundontienw derecho a pensar y dexir lo q le plazca. 😊,Sat May 09 00:13:43 +0000 2020,Aguascalientes,"Jesús María, Agua Zarca",R,-102.42918150000001,21.9341455,0
Cuando eres dermatologo pediatra pero otro ya le curó la picazón,Tue May 12 17:47:24 +0000 2020,Jalisco,"Guadalajara, Guadalajara",U,-103.335882,20.676651999999997,1385621
