Tweet,Fecha,Locacion,Longitud(V1),Latitud(V1),Longitud(V2),Latitud(V2),Longitud(V3),Latitud(V3),Longitud(V4),Latitud(V4)
termine tan puerca del entrenamiento de hoy q hasta las lagañas las traigo negras,Thu Apr 23 19:58:02 +0000 2020,"Guadalajara, Jalisco",-103.408633,20.600585,-103.408633,20.752719,-103.263131,20.752719,-103.263131,20.600585
@tatclouthier @Hinojos_76 O sea quitate las lagañas...,Fri Apr 24 14:16:49 +0000 2020,"Atizapán de Zaragoza, México",-99.330259,19.51799,-99.330259,19.611185,-99.208125,19.611185,-99.208125,19.51799
@LaChinatriple Tenía lagañas,Sat Apr 25 03:49:40 +0000 2020,"Puebla, México",-98.289206,18.83765,-98.289206,19.226809,-98.019327,19.226809,-98.019327,18.83765
¡las lagañas lo delatan!,Wed Apr 01 18:53:40 +0000 2020,"Coacalco de Berriozábal, México",-99.127265,19.589845,-99.127265,19.662165,-99.053342,19.662165,-99.053342,19.589845
@monyns68 @lopezobrador_ El poder de las lagañas,Wed Apr 01 18:55:40 +0000 2020,"Coacalco de Berriozábal, México",-99.127265,19.589845,-99.127265,19.662165,-99.053342,19.662165,-99.053342,19.589845
@DoctorPropofol @luis_gj No se quite las lagañas así de indiscreto 🙄,Wed Apr 01 19:01:13 +0000 2020,"Tlalnepantla de Baz, México",-99.248181,19.498594,-99.248181,19.589272,-99.080384,19.589272,-99.080384,19.498594
@CarlosAlbertoNB se quitó el lagañazo...!😆,Wed Apr 01 19:08:10 +0000 2020,"Gustavo A. Madero, Distrito Federal",-99.180678,19.444937,-99.180678,19.592375,-99.051103,19.592375,-99.051103,19.444937
@GlodeJo07 Y lagañas,Wed Apr 01 21:12:55 +0000 2020,"Zapopan, Jalisco",-103.664175,20.583418,-103.664175,20.997896,-103.305374,20.997896,-103.305374,20.583418
Somo ojo y lagaña,Wed Apr 01 22:09:17 +0000 2020,"Fortín, Veracruz de Ignacio de la Llave",-97.035308,18.799776,-97.035308,18.989596,-96.927058,18.989596,-96.927058,18.799776
"@goliveros Asco !!!
espolvoreando las lagañas y la cerilla WACALAAA 🤮🤮🤮🤮😎",Thu Apr 02 02:29:20 +0000 2020,"Tuxpan, Veracruz de Ignacio de la Llave",-97.600579,20.732102,-97.600579,21.141089,-97.217553,21.141089,-97.217553,20.732102
"Bueno y además es un cochino, se está limpiando sus lagañas y Lugo se mete el mismo dedo al oído y seguro después l… https://t.co/QrwIm5JEVY",Thu Apr 02 04:31:35 +0000 2020,"Cuajimalpa de Morelos, Distrito Federal",-99.364536,19.232313,-99.364536,19.405081,-99.246625,19.405081,-99.246625,19.232313
"@michoacan_mi @futpicante No me gusta limpiarme las lagañas, voy más al natural. No entiendo a qué viene Hugo en es… https://t.co/kVkMdgzCcq",Fri Apr 03 22:04:20 +0000 2020,"Álvaro Obregón, Distrito Federal",-99.324375,19.232228,-99.324375,19.403856,-99.171644,19.403856,-99.171644,19.232228
"@chalexandro Así yo, viendo tu carita llena de lagañas y baba seca.",Sun Apr 26 15:45:25 +0000 2020,"Uruapan, Michoacán de Ocampo",-102.400296,19.254785,-102.400296,19.623719,-101.934831,19.623719,-101.934831,19.254785
@nenadelafuente Con la lagaña pues,Thu Apr 09 00:44:48 +0000 2020,"Chihuahua, México",-106.619964,28.096608,-106.619964,29.787124,-105.705833,29.787124,-105.705833,28.096608
Siento que me están saliendo muchss lagañas ay ayuda,Tue Apr 14 01:12:13 +0000 2020,"Culiacán, Sinaloa",-107.806281,24.028162,-107.806281,25.296815,-106.877832,25.296815,-106.877832,24.028162
@PaisaVlogs Con lagañas,Tue Apr 28 15:24:27 +0000 2020,"Guadalajara, Jalisco",-103.408633,20.600585,-103.408633,20.752719,-103.263131,20.752719,-103.263131,20.600585
"Día 45

Mis hermanas toman clases en línea con uniforme y yo las tomo en pijama, hasta con lagaña en el ojo 🙃",Tue Apr 28 18:19:21 +0000 2020,"Benito Juárez, Quintana Roo",-87.322724,20.734206,-87.322724,21.363232,-86.740605,21.363232,-86.740605,20.734206
"Hoy me limpio las lagañas,
me lavo la cara
y pongo los pies en la tierra.",Mon May 11 08:16:02 +0000 2020,"Huatabampo, Sonora",-109.880684,26.297831,-109.880684,26.915493,-108.992337,26.915493,-108.992337,26.297831
Ayer tenia dolor de cabeza y hoy amanecí con muchas lagañas,Thu May 14 14:32:30 +0000 2020,"Tlalpan, Distrito Federal",-99.315748,19.087511,-99.315748,19.311459,-99.10098,19.311459,-99.10098,19.087511
Bueno en lo que me entregan tarea me iré a lavar la lagaña la baba seca que tengo y a ver que hay de comer,Sat May 16 16:35:26 +0000 2020,"Teapa, Tabasco",-93.057993,17.469184,-93.057993,17.770933,-92.829819,17.770933,-92.829819,17.469184
Me dura mas una lagaña en el ojo,Sun May 17 17:54:11 +0000 2020,"León, Guanajuato",-101.833743,20.863352,-101.833743,21.332768,-101.369059,21.332768,-101.369059,20.863352
"Oigan rescate 3 gatitos bebés pero tienen mucha lagaña, ya les puse gotas de manzanilla pero no se alivianany y les… https://t.co/yUxYBS5ZGj",Mon May 18 05:53:13 +0000 2020,"Chihuahua, México",-106.619964,28.096608,-106.619964,29.787124,-105.705833,29.787124,-105.705833,28.096608
"Cuando rescatamos a Capulín, parecía un trapito lleno de pulgas y lagañas. Sabina, Mariana y Luis lo llevaron a cas… https://t.co/EHRcW5MLIU",Sun May 24 03:35:54 +0000 2020,"Álvaro Obregón, Distrito Federal",-99.324375,19.232228,-99.324375,19.403856,-99.171644,19.403856,-99.171644,19.232228
"@LaurAlcibar Lagrimeo? Sensación de arena?, ardor?, lagaña de un color en particular? Último examen de la vista?
Usas anteojos?",Mon May 25 22:24:06 +0000 2020,"Chihuahua, México",-106.619964,28.096608,-106.619964,29.787124,-105.705833,29.787124,-105.705833,28.096608
"ayuda, no me he ni quitado las lagañas y ya ando bailando por el cuartaaaaaaa https://t.co/2HHXggMcBi",Thu May 28 14:59:29 +0000 2020,"Puebla, México",-98.289206,18.83765,-98.289206,19.226809,-98.019327,19.226809,-98.019327,18.83765
Es imperativo quitarle las lagañas y los moquitos a tus mascotas &gt;:c,Sat May 30 21:47:47 +0000 2020,"La Paz, Baja California Sur",-112.020185,23.111002,-112.020185,25.104992,-109.688984,25.104992,-109.688984,23.111002
"@alviruela @Ener_18 Esa señora antes de salir de sus casa se hubiera bañado, creo que trae todavía las lagañas, hab… https://t.co/Wj7rssNIB8",Sun May 31 17:44:21 +0000 2020,"Benito Juárez, Quintana Roo",-87.322724,20.734206,-87.322724,21.363232,-86.740605,21.363232,-86.740605,20.734206
