Tweet id,Texto,Fecha de creación,Id del autor,Locación de la cuenta,Latitud,Longitud,Lugar de creación
1644142503677788163,@la_grenitas Habrá tiempo de inscribirlo en los próximos Premios Nobel de Economía? Porque si no cuando menos que h… https://t.co/oWAXpZNFzp,Fri Apr 07 00:58:14 +0000 2023,442921427,Algun lugar de Mexico,20.695104,-89.798197,Mérida
1643780225971486720,Aunque supe tarde de la presentación de este libro :c fue mi favorito. https://t.co/kNVpTev6Vm,Thu Apr 06 00:58:40 +0000 2023,160349469,Mérida.,20.695104,-89.798197,Mérida
1643253106220711938,"Qué buen libro de cuentos siniestros, fantásticos, sobrenaturales , raros. Hace mucho que no leía algo así de genia… https://t.co/EyHKeLg8mM",Tue Apr 04 14:04:05 +0000 2023,140509171,"Mérida, Yucatán",20.695104,-89.798197,Mérida
1643097957040832513,Ese libro Julio Verne me hace ojitos para que lo empiece.,Tue Apr 04 03:47:34 +0000 2023,746166996,"Mérida, Yucatán",20.695104,-89.798197,Mérida
1643093953128939521,Y pinche libro de Inteligencia emocional lo hace más pesado aún.,Tue Apr 04 03:31:40 +0000 2023,746166996,"Mérida, Yucatán",20.695104,-89.798197,Mérida
1641916334463234048,Me emocionó cada vez que me llega un libro nuevo de Amazon.,Fri Mar 31 21:32:14 +0000 2023,746166996,"Mérida, Yucatán",20.695104,-89.798197,Mérida
1641584690564825091,Las voces de mi cabeza y yo luego de vender un libro https://t.co/Bd6yPgmYAc,Thu Mar 30 23:34:24 +0000 2023,785715429054439424,Dragonstone ,20.695104,-89.798197,Mérida
1641318080990044161,"Echa un ojo a este libro: ""Lo que la mente esconde : Cuentos sobre…"", de Ruth Lizzete Perez….… https://t.co/7cChUVMyn0",Thu Mar 30 05:54:59 +0000 2023,1449196050569383941,,20.695104,-89.798197,Mérida
