Tweet,Fecha,Estado,Locacion,Tipo,Longitud,Latitud,Poblacion
Esquite 🥰,Tue Apr 21 22:18:17 +0000 2020,San Luis Potosí,"San Luis Potosí, Jorge Ramos",R,-100.955511,22.3111195,0
"La diferencia del ""elote en vaso"" y el ""esquite"" es el cocimiento del elote; el primero solo lleva agua y sal y el… https://t.co/7PaVIzDB1X",Wed Apr 22 00:11:58 +0000 2020,Nuevo León,"Linares, Tlahualile",R,-99.538038,24.8558175,2
Ya estaba harta de que juzgaran al esquite sin haberlo probado hdptm,Wed Apr 22 00:12:45 +0000 2020,Nuevo León,"Linares, Tlahualile",R,-99.538038,24.8558175,2
Joder que ganas de un esquite,Wed Apr 22 04:59:22 +0000 2020,Yucatán,"Mérida, Mérida",U,-89.62361100000001,20.941035,921771
@MAngelLoV Jajajajaja prepara esquites patitos 🤣,Wed Apr 22 18:10:04 +0000 2020,Puebla,"Puebla, Fundadores del Ejido Colonia Chapultepec",R,-98.1542665,19.0322295,550
Que cagante que se desquiten porque no se les responde en su momento HAHAHAHAA,Wed Apr 22 18:22:21 +0000 2020,Nuevo León,"Apodaca, El Tasajillo",R,-100.1687175,25.778679,0
"Nunca te desquites con alguien por lo que te hizo tu ex. 
                             Lo dice la biblia.",Wed Apr 22 22:09:45 +0000 2020,Puebla,"Chalchicomula de Sesma, Jesús María",R,-97.4261175,18.9792885,546
@tetesala Esquites 🤤,Wed Apr 22 22:59:00 +0000 2020,Tabasco,"Centro, Medellín y Pigua 1ra. Sección",R,-92.9164995,18.0219595,352
Es una maravilla que esquites arcoiris tengas servicio a domicilio 😍,Thu Apr 23 01:48:38 +0000 2020,Yucatán,"Mérida, Mérida",U,-89.62361100000001,20.941035,921771
"Ya que no puedo salir: esquites caseros. #PorqueGorda en Mexico City, Mexico https://t.co/5yhVNgOnJu",Thu Apr 23 03:41:14 +0000 2020,Ciudad de México,"Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884
"Si tienen traumas psicológicos por favor vayan con un especialista y no se desquiten con las demás personas, Gracias.",Thu Apr 23 18:43:04 +0000 2020,Jalisco,"Zapopan, Tesistán (San Francisco Tesistán)",U,-103.48477450000001,20.790657000000003,91631
Que reponsabilidad tan grande de @mvidal2  en octubre🤭 sera nuestro desquite del encierro,Fri Apr 24 00:34:33 +0000 2020,Tabasco,"Centro, Medellín y Pigua 1ra. Sección",R,-92.9164995,18.0219595,352
#yoelegicorrer listo lo de hoy. Por cierto que los esquites quedaron como de la calle 🤪#soycorredora https://t.co/MtT2WK3nhy,Fri Apr 24 13:55:48 +0000 2020,México,"Toluca, Toluca de Lerdo",U,-99.655676,19.284321499999997,223876
"Bonita finca de adobe,
Puerta de encino y mesquite,
Si me roban sus amores
Muy cruel sera mi desquite. https://t.co/utebAAgV6H",Fri Apr 24 15:36:00 +0000 2020,Ciudad de México,"Cuauhtémoc, Cuauhtémoc",U,-99.15776,19.41579,545884
Quiero un esquite virtual del zócalo,Fri Apr 24 19:52:25 +0000 2020,Guerrero,"Acapulco de Juárez, El Zapote (Kilómetro Trece)",R,-99.73564950000001,16.9589495,5
"COMPATRIOTAS DE CULIACÁN: 

Si ven a un vendedor de Pan, esquites, fruta, agua de horchata. Etc. Un paro de camarad… https://t.co/GWTPHYAZbd",Fri Apr 24 19:53:58 +0000 2020,Sinaloa,"Culiacán, Santa Lucía",R,-107.3420565,24.6624885,0
"Mi esposo menciono el zócalo por x razón, y yo solo pensé en un delicioso esquite de atrás de la iglesia. ¡Ya acabate! cuarentena. 🤭",Fri Apr 24 19:56:34 +0000 2020,Guerrero,"Acapulco de Juárez, El Zapote (Kilómetro Trece)",R,-99.73564950000001,16.9589495,5
"Pinshi antojo de esquites, tacos de lengua, mole oaxaqueño y pizza de perro negro no importa cuando lean esto😭",Fri Apr 24 20:38:07 +0000 2020,Yucatán,"Mérida, Mérida",U,-89.62361100000001,20.941035,921771
