Tweet,Fecha,Estado,Locacion,Tipo,Longitud,Latitud,Poblacion
Extraño ir a comprar vasolotes😢,Wed Apr 08 19:47:34 +0000 2020,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
@MexicoTelefonia Vasolote en Morelia,Sun Apr 12 03:30:36 +0000 2020,Guanajuato,"Moroleón, La Barranca",R,-101.2429285,20.0847305,194
Vasolote addict,Fri May 01 23:40:45 +0000 2020,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
Formas pendejas de quemarse y que se te caiga tu vasolote en la pierna 😭,Tue May 05 03:04:06 +0000 2020,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
"@armandocdlc @LleiminZazuetaR @Dianuts Es un vasolote, un esquite es frito, asado o hervido con epazote, el vasolot… https://t.co/8gcZoFAdp5",Fri Jun 26 01:25:28 +0000 2020,Michoacán de Ocampo,"Tarímbaro, Cañada de la Magdalena",R,-101.1621155,19.812907,501
"@blidt Y el nombre más extravagante que he escuchado para los esquites es “vasolote” en Uruapan, Michoacán. Porque… https://t.co/aNafKzkB41",Fri Jul 03 01:25:17 +0000 2020,Morelos,"Jiutepec, Colonia Toma de la Rueda",R,-99.1686505,18.886686500000003,32
Y yo mientras echándome un vasolote en una banca con vista a la peña https://t.co/jB008EfjET,Mon Jul 06 23:38:06 +0000 2020,Querétaro,"Ezequiel Montes, Bernal",U,-99.945289,20.749296,3962
"@cheves001 @ibubulubas Exactamente aquí en mi rancho es así, el elote en vaso le llamamos vasolote",Sun Jul 19 23:20:08 +0000 2020,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
@NinjaHodon O vasolote. 😂😂😂,Sat Jul 25 00:29:15 +0000 2020,México,"La Paz, El Pino",U,-98.9473385,19.360683,9922
@PoscastBeta @LaHikarii ¡ Que caro! Y a mi se me hace caro pagar unos esquites ( vasolotes) de $50 pesos nada mas p… https://t.co/4X39Y6GVOB,Tue Jul 28 08:17:58 +0000 2020,Ciudad de México,"Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153
"Dije que hoy ha iba a hacer ejercicio 🏋🏻‍♂️ 
Pero solo vi una peli con mi mamá 💕y comí churros y un vasolote JAJA 🐷",Wed Aug 05 01:57:57 +0000 2020,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
Me dormí y desperté con antojo de dorilocos... O un vasolote :&lt;,Fri Aug 07 23:37:45 +0000 2020,Michoacán de Ocampo,"Nuevo Parangaricutiro, Pinaloza",R,-102.1675635,19.439252,0
Con este clima se antoja un vasolote🌽🌽🌽🌧🌧🌧,Fri Aug 28 23:51:43 +0000 2020,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
Quiero un vasolote 😡,Wed Sep 02 01:18:11 +0000 2020,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
@PerezNaye10 Vasoloteeeee nada de esquites jaja,Wed Sep 02 05:37:47 +0000 2020,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
@EnMexicoMagico VASOLOTE.,Mon Sep 21 06:01:47 +0000 2020,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
Viernes de llegar y aplicar combo perfecto: vasolote + Dark 😍,Sat Oct 31 01:55:10 +0000 2020,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
"Perro antojo de un estofado de res, o una carnita en si jugo, o un vasolote.",Fri Nov 06 03:31:26 +0000 2020,Michoacán de Ocampo,"Nuevo Parangaricutiro, Pinaloza",R,-102.1675635,19.439252,0
"Me siento dlv, sabía que ese vasolote no era buena idea si hoy entrenaba 7am 🤢",Sat Nov 07 12:57:52 +0000 2020,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
Quiero un vasolote 🌽🤤,Mon Nov 16 02:58:17 +0000 2020,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
@Curiel_Itzel Me pasa lo mismo con los vasolotes en Zamora 😢,Sun Dec 06 04:55:57 +0000 2020,Michoacán de Ocampo,"Zamora, Romero de Guzmán",R,-102.26462249999999,20.0301115,1280
esta señora me reinicia la vida😻 (@ Vasolotes Doña Lore II) https://t.co/kccDv5qXDt,Wed Dec 30 01:09:28 +0000 2020,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
@Miruzha O vasolote.,Mon Jan 04 00:29:25 +0000 2021,Nuevo León,"Apodaca, El Tasajillo",R,-100.1687175,25.778679,0
Ya toca vasolote,Tue Feb 09 21:45:16 +0000 2021,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
O vasolote,Tue Mar 23 01:57:22 +0000 2021,Nuevo León,"Apodaca, El Tasajillo",R,-100.1687175,25.778679,0
@julioflorees_ Vasolote. Así le dicen en Nayarit a los esquites.,Tue Mar 23 01:59:01 +0000 2021,Nuevo León,"Apodaca, El Tasajillo",R,-100.1687175,25.778679,0
Ah huevooo ya vacunaron a la señora de los vasolotes 🥺🙌🏾,Sat Apr 10 00:49:29 +0000 2021,Michoacán de Ocampo,"Nuevo Parangaricutiro, Pinaloza",R,-102.1675635,19.439252,0
@ArevaloGuizar @VicMoreCova @YasnayaEG Por fin alguien entiende mi punto en las diferencias de vasolote y esquite,Fri May 28 00:56:33 +0000 2021,Oaxaca,"Oaxaca de Juárez, Guadalupe Victoria",R,-96.7250025,17.090319,685
"@devon_martino Aquí en mi tierra sería un vasolote, pero siii. Totalmente me identifico 🌽",Thu Jun 03 18:54:40 +0000 2021,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
"@Alejandroide Más ocurrencia, como el vasolote de Monterrey",Wed Jun 09 19:16:19 +0000 2021,Ciudad de México,"Tlalpan, Cañada del Acueducto",R,-99.208364,19.199485,161
Un michoacano se enamora o con un buen vasolote o un gaspacho... sionoooooo???,Wed Jun 09 23:49:17 +0000 2021,Ciudad de México,"Venustiano Carranza, Venustiano Carranza",U,-99.087817,19.4320755,443704
Que chafa vivir en el norte y tener que pedir un vasolote en lugar de un poderosisimo esquite jajajaja,Thu Jul 22 22:08:12 +0000 2021,Baja California,"Playas de Rosarito, Mesa Redonda",R,-116.929102,32.3328765,9
"Al chile ""vasolote"" es la palabra más tonta que existe",Tue Aug 03 04:17:21 +0000 2021,Guanajuato,"León, Rancho de Don Alberto García",R,-101.601401,21.09806,1
"@BlondeMamarre Vasolote: A diferencia de los esquites, el elote se hierve en agua con sal, es decir, sin epazote y… https://t.co/s3qekwWN89",Fri Aug 27 00:35:25 +0000 2021,Ciudad de México,"Coyoacán, Coyoacán",U,-99.15234000000001,19.328383000000002,614447
"@RubsRamone Vasolotes, dije!! 😎💅",Mon Aug 30 01:52:21 +0000 2021,Ciudad de México,"Benito Juárez, Benito Juárez",U,-99.1614805,19.380613,434153
"Me cae mal la gente que pide sus vasolotes bien feos como Valentina y Tajín, qué pedo",Fri Sep 03 00:51:26 +0000 2021,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
@tetuits Vasolote,Fri Oct 29 01:52:10 +0000 2021,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
La gente pide bien feos sus vasolotes… hdsptm jajaja 🤣,Sat Jan 08 01:22:27 +0000 2022,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
@varamburucano Vasolote y esquite se preparan distinto.,Fri Jan 28 18:28:18 +0000 2022,Michoacán de Ocampo,"Morelia, La Mintzita",R,-101.27577,19.652724,1014
"@Tonninho_ Y en Michoacan Vasolote o vasoelote, nunca entendí bien jejeje",Sat Jan 29 20:43:30 +0000 2022,Ciudad de México,"Cuauhtémoc, Cuauhtémoc",U,-99.153366,19.432836,545884
Morelianos: VaSoLoTeE,Tue Apr 26 14:24:37 +0000 2022,Guanajuato,"León, Rancho de Don Alberto García",R,-101.601401,21.09806,1
