Tweet,Fecha,Locacion,Longitud(V1),Latitud(V1),Longitud(V2),Latitud(V2),Longitud(V3),Latitud(V3),Longitud(V4),Latitud(V4)
Nada como un excelente café y un rico postre de @ajalcafe y morusasdepan en Ajal Café Oficial https://t.co/Wu42Oqk9Yu,Mon Apr 27 16:49:17 +0000 2020,"Zapopan, Jalisco",-103.664175,20.583418,-103.664175,20.997896,-103.305374,20.997896,-103.305374,20.583418
#pkspic #onlylove #friends #morusa #picoftheday #quarantine #🐾🐾 en Naucalpan https://t.co/abhu2DtM3i,Thu Apr 16 01:31:51 +0000 2020,"Naucalpan de Juárez, México",-99.413769,19.412031,-99.413769,19.535557,-99.207087,19.535557,-99.207087,19.412031
Morusa,Wed May 06 06:01:07 +0000 2020,"León, Guanajuato",-101.833743,20.863352,-101.833743,21.332768,-101.369059,21.332768,-101.369059,20.863352
#pkaspic #luneta #morusa #quarantine #showerday #haircutday #schnauzer #🐾🐾🐾🐾 en Naucalpan https://t.co/HEM5yN2ji8,Thu May 28 22:18:47 +0000 2020,"Naucalpan de Juárez, México",-99.413769,19.412031,-99.413769,19.535557,-99.207087,19.535557,-99.207087,19.412031
Deli comida 💯 recomendable #ComarcaLagunera #torreon #comida la_paellita_de_la_cobian boardmanbarbamorusa en Torreo… https://t.co/F0StvbRPsq,Sun Jun 07 23:18:10 +0000 2020,"Torreón, Coahuila de Zaragoza",-103.511379,24.793821,-103.511379,25.694625,-102.954881,25.694625,-102.954881,24.793821
@Dairetto Jajaja para que el 60% del pan termine en tu boca y el resto haciendo un desastre de morusas en el cuarto… https://t.co/ZMaBIpaOGr,Sat Jun 13 21:32:39 +0000 2020,"Guadalajara, Jalisco",-103.408633,20.600585,-103.408633,20.752719,-103.263131,20.752719,-103.263131,20.600585
@yosoymorusa Jajajaja,Tue Jun 30 13:36:11 +0000 2020,"Benito Juárez, Distrito Federal",-99.191996,19.357102,-99.191996,19.404124,-99.130965,19.404124,-99.130965,19.357102
Finalmente mi patio se llenó de pájaros que vienen a comer morusas de croquetas y gusanos de la tierra xD,Mon Oct 05 17:42:41 +0000 2020,"Tlaquepaque, Jalisco",-103.453231,20.539641,-103.453231,20.644625,-103.243417,20.644625,-103.243417,20.539641
@_rochigol_ @yosoymorusa A @Betun216 le pasa diario 👀una vez pidió algo a Monterrey ....,Thu Oct 08 02:14:44 +0000 2020,"Benito Juárez, Distrito Federal",-99.191996,19.357102,-99.191996,19.404124,-99.130965,19.404124,-99.130965,19.357102
@yosoymorusa Send chilaquiles,Sun Nov 15 16:22:18 +0000 2020,"Álvaro Obregón, Distrito Federal",-99.324375,19.232228,-99.324375,19.403856,-99.171644,19.403856,-99.171644,19.232228
