Tweet,Fecha,Locacion,Coordenadas
"....al parecer mis enemigos, los de -LA tripa- ya la tiraron con todo y empaque al excusado y un buen SAMARITANO le habló a la CADENA....",Sat Aug 28 14:37:19 +0000 2021,"Puebla, México","[[[-98.289206, 18.83765], [-98.289206, 19.226809], [-98.019327, 19.226809], [-98.019327, 18.83765]]]"
"Querido roomie lamento que se haya muerto tú pescadito, ¿cómo lo supe? por que lo tiraste al excusado y no tiraste de la palanca 🙃",Sun Aug 29 02:14:23 +0000 2021,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
"Llega un político como @Santi_ABASCAL que es firme, preparado y los pone en el excusado y se ofenden. Pero están mu… https://t.co/FJc2PWDGiD",Fri Sep 03 04:43:21 +0000 2021,"San Nicolás de los Garza, Nuevo León","[[[-100.337498, 25.702823], [-100.337498, 25.770607], [-100.20345, 25.770607], [-100.20345, 25.702823]]]"
"A los retretes y/o excusados, letrinas y conexos.",Sat Sep 11 01:34:16 +0000 2021,"Huixquilucan, México","[[[-99.404165, 19.305971], [-99.404165, 19.44218], [-99.232692, 19.44218], [-99.232692, 19.305971]]]"
"@capichi2020 Ahora las CACAS del PRIAN, Quieren vagar a los Excusados..",Sat Sep 11 20:09:09 +0000 2021,"Nacajuca, Tabasco","[[[-93.05727, 18.003071], [-93.05727, 18.348425], [-92.832279, 18.348425], [-92.832279, 18.003071]]]"
"¿Cuántos tuits y publicaciones geniales fueron creadas al calor del excusado?

#Literpo",Sun Sep 12 16:45:11 +0000 2021,"Santa Cruz Xoxocotlán, Oaxaca","[[[-96.801326, 16.963759], [-96.801326, 17.05254], [-96.713739, 17.05254], [-96.713739, 16.963759]]]"
"@dprulfo1 Peto sí pueden poner su nombre en basureros, baches, excusados públicos, cárteles de narcos y depósitos de aguas negras, no?",Sun Sep 12 18:06:14 +0000 2021,"Zapopan, Jalisco","[[[-103.664175, 20.583418], [-103.664175, 20.997896], [-103.305374, 20.997896], [-103.305374, 20.583418]]]"
@Imperiodistico Al menos ya quedó excusado de los procesos.,Fri Sep 24 00:13:52 +0000 2021,"Puebla, México","[[[-98.289206, 18.83765], [-98.289206, 19.226809], [-98.019327, 19.226809], [-98.019327, 18.83765]]]"
@JulsAriasOlivar @UNAM_MX Que se Investigue al Excusado del ITAM.. https://t.co/EsylO9XQ8O,Fri Sep 24 11:22:27 +0000 2021,"Nacajuca, Tabasco","[[[-93.05727, 18.003071], [-93.05727, 18.348425], [-92.832279, 18.348425], [-92.832279, 18.003071]]]"
@pedroferriz3 @Claudiashein Sino te creo a ti mendigo cabeza de flotador de excusado menos le voy a creer a la anemias,Mon Sep 27 21:29:50 +0000 2021,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
Tomarse selfies con excusados de fondo es una manera de decirle al mundo que no tuviste acceso a la educación.,Fri Oct 01 14:26:20 +0000 2021,"Solidaridad, Quintana Roo","[[[-87.777003, 20.356869], [-87.777003, 20.812192], [-86.916961, 20.812192], [-86.916961, 20.356869]]]"
"@Gaby_4T @DarkDragn4 Si tienes hambre no tires tu dignidad al excusado, yo te mando una despensa. Espero que no ten… https://t.co/0Dzu5scyyF",Mon Oct 04 02:31:43 +0000 2021,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
"@HectorSisan @DiegoFC Remedo de dictador
Reducto del excusado
Drenaje del Vil primor
Un bicho mal ensalzado
Fuente… https://t.co/xCHHV7tQcg",Fri Oct 08 15:41:09 +0000 2021,"Zapopan, Jalisco","[[[-103.664175, 20.583418], [-103.664175, 20.997896], [-103.305374, 20.997896], [-103.305374, 20.583418]]]"
@pedroferriz3 Tu eres el presidente mendigo cabeza de flotador de excusado,Sun Oct 10 01:02:42 +0000 2021,"Miguel Hidalgo, Distrito Federal","[[[-99.259495, 19.386371], [-99.259495, 19.473498], [-99.163526, 19.473498], [-99.163526, 19.386371]]]"
@pedroferriz3 @jenarovillamil @JLozanoA 10 y 10 mendigo cabeza de flotador de excusado,Sun Oct 10 15:25:33 +0000 2021,"Azcapotzalco, Distrito Federal","[[[-99.221136, 19.456367], [-99.221136, 19.5152], [-99.143116, 19.5152], [-99.143116, 19.456367]]]"
Mucha igualdad de género pero no conozco a ninguna mujer que se tome la molestia de levantar la tapa del excusado después de usar el baño.,Fri Oct 15 18:50:57 +0000 2021,"Teoloyucán, México","[[[-99.250376, 19.714936], [-99.250376, 19.795683], [-99.132411, 19.795683], [-99.132411, 19.714936]]]"
@caminante46 Excusado,Sat Oct 23 23:24:35 +0000 2021,"Corregidora, Querétaro Arteaga","[[[-100.508629, 20.361791], [-100.508629, 20.595719], [-100.370833, 20.595719], [-100.370833, 20.361791]]]"
"@marianagc @AccionNacional @diputadospan Gorda cachetes de flotador de excusado, no digas mentiras, bien sabes que… https://t.co/7F99DBSZyi",Mon Oct 25 18:48:20 +0000 2021,"Iztapalapa, Distrito Federal","[[[-99.140238, 19.284692], [-99.140238, 19.400885], [-98.960684, 19.400885], [-98.960684, 19.284692]]]"
Uno de mis miedos es que un AirPod se me caiga al excusado .,Tue Oct 26 21:37:23 +0000 2021,"Monterrey, Nuevo León","[[[-100.421037, 25.480538], [-100.421037, 25.802899], [-100.166146, 25.802899], [-100.166146, 25.480538]]]"
"parecen excusado, está lleno de miércoles tanto el universal como el loret",Tue Oct 26 23:15:46 +0000 2021,"Hermosillo, Sonora","[[[-112.615459, 28.228442], [-112.615459, 29.711283], [-110.380903, 29.711283], [-110.380903, 28.228442]]]"
"@avieu IGNOREMOS A ESE PAR DE BASOFIAS.  HIJOS DE EXCUSADOS DE CANTINA. SABEN Q IRRITAN, y les gusta mover su intes… https://t.co/ci4QjKovFy",Wed Oct 27 17:46:52 +0000 2021,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
No sé si echarme un cake o bailar con el excusado la de tiempo de vals de Chayanne… https://t.co/O3S3gMFLPC,Thu Oct 28 03:56:54 +0000 2021,"Querétaro, Querétaro Arteaga","[[[-100.596343, 20.50317], [-100.596343, 20.927379], [-100.284846, 20.927379], [-100.284846, 20.50317]]]"
Su disfraz preferido y en su excusado! 🚽 ja ja ja! @Chivas @LAIRREVERENTE15 https://t.co/HbOxH7HtYR,Sun Oct 31 18:40:09 +0000 2021,"Colima, México","[[[-103.824474, 18.872415], [-103.824474, 19.328269], [-103.489003, 19.328269], [-103.489003, 18.872415]]]"
"#COP26Glasgow #EmergencyonPlanetEarth
#blahblahblah 
“Basta de tratar a la naturaleza como un excusado”: Guterres https://t.co/KMNK7rvBcX",Tue Nov 02 08:43:28 +0000 2021,"Oaxaca de Juárez, Oaxaca","[[[-96.780697, 17.015437], [-96.780697, 17.165201], [-96.669308, 17.165201], [-96.669308, 17.015437]]]"
@RobotDeQueen ¡Es más asqueroso que el séptico que destapé después de que el excusado se tapara con más de un kilo… https://t.co/6w98EuuKgs,Sun Nov 07 12:34:11 +0000 2021,"Aguascalientes, México","[[[-102.588385, 21.622938], [-102.588385, 22.07598], [-102.066029, 22.07598], [-102.066029, 21.622938]]]"
Las familias mexicanas se dividen solamente en 2 tipos: las que dejan la tapa del excusado abajo y las que la dejan arriba.,Mon Nov 08 00:42:41 +0000 2021,"Zapopan, Jalisco","[[[-103.664175, 20.583418], [-103.664175, 20.997896], [-103.305374, 20.997896], [-103.305374, 20.583418]]]"
@pedroferriz3 Pero preguntale a tu Dad que les hizo A Javier y que Carmen no os hagas endejo mendigo cabeza de flotador de excusado,Wed Nov 10 00:38:59 +0000 2021,"Miguel Hidalgo, Distrito Federal","[[[-99.259495, 19.386371], [-99.259495, 19.473498], [-99.163526, 19.473498], [-99.163526, 19.386371]]]"
@EricBla90829613 @FERTER2021 @Yahoo @lopezobrador_ Pues como le pide resultados a esos excusados? Si lo único que c… https://t.co/NneUh4MpFl,Thu Nov 11 18:41:59 +0000 2021,"Zapopan, Jalisco","[[[-103.664175, 20.583418], [-103.664175, 20.997896], [-103.305374, 20.997896], [-103.305374, 20.583418]]]"
Se tragarán y vomitarán sus propias palabras ... a ver si no se tapan los excusados de tanta p3ndej4d4 que han dich… https://t.co/Jzk6Ba4p1U,Thu Nov 11 18:48:39 +0000 2021,"Monterrey, Nuevo León","[[[-100.421037, 25.480538], [-100.421037, 25.802899], [-100.166146, 25.802899], [-100.166146, 25.480538]]]"
"@flacoibanez Que disculpante,que excusado mi jorjais",Fri Nov 12 21:50:11 +0000 2021,"García, Nuevo León","[[[-100.865061, 25.628133], [-100.865061, 25.983312], [-100.415921, 25.983312], [-100.415921, 25.628133]]]"
@jrisco es esta semana las conversaciones inician: “se acerca el cumple de @jrisco y él día del excusado”. ¿Verdad @warkentin ? REGALOS….,Tue Nov 16 12:04:35 +0000 2021,"Coyoacán, Distrito Federal","[[[-99.205809, 19.297011], [-99.205809, 19.359755], [-99.098871, 19.359755], [-99.098871, 19.297011]]]"
@pedroferriz3 @PedroFerriz @CentralFM_ Mendigo cabeza de flotador de excusado,Wed Nov 17 15:18:50 +0000 2021,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
@germanlopezm1 en donde sus capacidades mostradas sean aprovechadas: en el excusado!,Tue Nov 30 20:00:49 +0000 2021,"San Miguel de Allende, Guanajuato","[[[-101.086138, 20.711568], [-101.086138, 21.108455], [-100.466251, 21.108455], [-100.466251, 20.711568]]]"
"@donsirungui @ogarrrio No le jales al excusado, y ya trndras el producto",Wed Dec 01 02:52:57 +0000 2021,"San Luis Potosí, México","[[[-101.169792, 21.959357], [-101.169792, 22.662882], [-100.74123, 22.662882], [-100.74123, 21.959357]]]"
@RaulDeLuna23 @haydeeeliza Y acá no hay bocinas como en CU o en el omniexcusado,Mon Dec 06 15:28:30 +0000 2021,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
Para colmo desperté y había un ratón vivo nadando en mi excusado. No hay foto porque casi me vomito del asco. Así mi viernes a las 8:00am. 😩,Fri Dec 10 14:03:30 +0000 2021,"Mérida, Yucatán","[[[-89.798197, 20.695104], [-89.798197, 21.186966], [-89.449025, 21.186966], [-89.449025, 20.695104]]]"
"@wiserex1 @trinomonero Si tiene una etiqueta con palabras en inglés, tírala por el excusado…..",Sun Dec 12 07:43:28 +0000 2021,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
"@_AvilesAlvarez Voy empezar lavar los #excusados, Don @DEELAYUUK , pero a qué #cuartel pertenece ésta #manzana… https://t.co/mwnc7wykOG",Mon Dec 13 10:48:37 +0000 2021,CDI,"[[[-96.712173, 17.080177], [-96.712173, 17.080177], [-96.712173, 17.080177], [-96.712173, 17.080177]]]"
Le baja una mujer al excusado y se escucha el agua... Y grita la vieja : aaaaaay me mojó todas las nalgas!!!! Nos r… https://t.co/KWITVo57qD,Tue Dec 21 00:24:51 +0000 2021,"Guaymas, Sonora","[[[-111.391696, 27.133812], [-111.391696, 28.633587], [-110.052958, 28.633587], [-110.052958, 27.133812]]]"
"Banda, recuerden jalarle al excusado siempre, sino se salen a tuitear pendejadas.",Thu Dec 23 17:50:16 +0000 2021,"Solidaridad, Quintana Roo","[[[-87.777003, 20.356869], [-87.777003, 20.812192], [-86.916961, 20.812192], [-86.916961, 20.356869]]]"
"@Regiomo98419654 Eres el excusado, todo el tiempo te tiran mierda, pero en las pedas hasta de abrazo y beso te traen.",Fri Dec 24 13:09:52 +0000 2021,"Culiacán, Sinaloa","[[[-107.806281, 24.028162], [-107.806281, 25.296815], [-106.877832, 25.296815], [-106.877832, 24.028162]]]"
"@Dafneconefe Compra las ciruelas a granel en Liverpool, sólo asegúrate de estar máximo a 5 metros de distancia de un excusado.",Mon Dec 27 06:22:29 +0000 2021,"Mexicali, Baja California","[[[-115.818421, 30.86042], [-115.818421, 32.718919], [-114.639939, 32.718919], [-114.639939, 30.86042]]]"
Qué triste es que se te caigan tus audífonos en el excusado.,Tue Dec 28 05:23:07 +0000 2021,"Atizapán de Zaragoza, México","[[[-99.330259, 19.51799], [-99.330259, 19.611185], [-99.208125, 19.611185], [-99.208125, 19.51799]]]"
"No me importa que la gente hablé mierda de mí.  A mí me enseñaron a bajarle al excusado, no cómo a jugar con la mierda.",Thu Dec 30 04:52:11 +0000 2021,"Córdoba, Veracruz de Ignacio de la Llave","[[[-97.001897, 18.837368], [-97.001897, 19.013211], [-96.872107, 19.013211], [-96.872107, 18.837368]]]"
@PasinAzulcrema1 @ZISKO11 No podría tomar el lugar del sr. Excusado? #FueraBaños,Thu Dec 30 05:10:57 +0000 2021,"Angel R. Cabada, Veracruz de Ignacio de la Llave","[[[-95.51269, 18.467127], [-95.51269, 18.716513], [-95.269493, 18.716513], [-95.269493, 18.467127]]]"
"VIERNES 31 DIC 2021

METI MI MANO AL EXCUSADO.",Sat Jan 01 00:49:27 +0000 2022,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
"@MLopezSanMartin De esto deberíamos estar hablando, no de excusados y vaporub",Wed Jan 05 18:13:33 +0000 2022,"Álvaro Obregón, Distrito Federal","[[[-99.324375, 19.232228], [-99.324375, 19.403856], [-99.171644, 19.403856], [-99.171644, 19.232228]]]"
No sé por qué me da la espina que los tipejos que orinan en el excusado habiendo mingitorios son unos verdaderos mezquinos,Thu Jan 06 23:34:45 +0000 2022,"Álvaro Obregón, Distrito Federal","[[[-99.324375, 19.232228], [-99.324375, 19.403856], [-99.171644, 19.403856], [-99.171644, 19.232228]]]"
No sé por qué me da la espina que los tipos que orinan en el excusado habiendo mingitorios son unos verdaderos mezquinos,Thu Jan 06 23:44:51 +0000 2022,"Álvaro Obregón, Distrito Federal","[[[-99.324375, 19.232228], [-99.324375, 19.403856], [-99.171644, 19.403856], [-99.171644, 19.232228]]]"
¿Cómo es posible que la gente no se de cuenta que deja vellos púbicos en la orilla del excusado? No mames cabrón,Sun Feb 06 03:11:15 +0000 2022,"Mazatlán, Sinaloa","[[[-106.619116, 23.068553], [-106.619116, 23.867727], [-105.924379, 23.867727], [-105.924379, 23.068553]]]"
"Ese terror extremo cuando tratan de abrir la puerta en el gym, del excusado está a 3 metros",Sun Feb 06 03:15:54 +0000 2022,"Mazatlán, Sinaloa","[[[-106.619116, 23.068553], [-106.619116, 23.867727], [-105.924379, 23.867727], [-105.924379, 23.068553]]]"
"Ese terror extremo cuando tratan de abrir la puerta en el gym y dudas si cerraste o no, del excusado está a 4 m",Sun Feb 06 03:16:53 +0000 2022,"Mazatlán, Sinaloa","[[[-106.619116, 23.068553], [-106.619116, 23.867727], [-105.924379, 23.867727], [-105.924379, 23.068553]]]"
@martinolimx Y Duilio abajo del excusado,Sun Feb 06 06:30:03 +0000 2022,"García, Nuevo León","[[[-100.865061, 25.628133], [-100.865061, 25.983312], [-100.415921, 25.983312], [-100.415921, 25.628133]]]"
@Miguel_layun Estás excusado mi Layu....,Sun Feb 06 18:40:16 +0000 2022,"Acapulco de Juárez, Guerrero","[[[-99.995232, 16.684013], [-99.995232, 17.233886], [-99.476067, 17.233886], [-99.476067, 16.684013]]]"
"¡Mañana jueves 10 de feb! en @BenditoTheatro1 ¡EXCUSADOS! 9 pm con #ColectivoEfectoVidante. 
Coop $70 Descuento al… https://t.co/mxm1myzFfc",Thu Feb 10 00:38:36 +0000 2022,"León, Guanajuato","[[[-101.833743, 20.863352], [-101.833743, 21.332768], [-101.369059, 21.332768], [-101.369059, 20.863352]]]"
"@pepesegarra Como dice el poeta de la salsa
Se mudo al otro Barrio todos vamos para allá mi querido cabeza de flotador de excusado",Thu Feb 10 11:15:59 +0000 2022,"Miguel Hidalgo, Distrito Federal","[[[-99.259495, 19.386371], [-99.259495, 19.473498], [-99.163526, 19.473498], [-99.163526, 19.386371]]]"
"Calladito, ni ese escándalo lo acercó a palacio para tener el honor de lavar el excusado del dictadorzete",Thu Feb 10 17:21:46 +0000 2022,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
"... no ""guardes"" cacas, al excusado!",Wed Feb 16 11:53:29 +0000 2022,"Hidalgo, Tamaulipas","[[[-99.664823, 23.940039], [-99.664823, 24.408392], [-99.042952, 24.408392], [-99.042952, 23.940039]]]"
"@ferbelaunzaran Que pena, en lo q se transformó, Fer.
Ni para el excusado...",Sun Feb 20 19:50:07 +0000 2022,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
@JJDiazMachuca Se sale la calabaza del excusado!!,Wed Feb 23 16:39:14 +0000 2022,"Azcapotzalco, Distrito Federal","[[[-99.221136, 19.456367], [-99.221136, 19.5152], [-99.143116, 19.5152], [-99.143116, 19.456367]]]"
"Cosas de adulto  que me dan felicidad instantánea:
Al fin pude comprar un excusado  para el baño, tras años de bata… https://t.co/c8eYsc20PZ",Wed Feb 23 20:41:14 +0000 2022,"Hermosillo, Sonora","[[[-112.615459, 28.228442], [-112.615459, 29.711283], [-110.380903, 29.711283], [-110.380903, 28.228442]]]"
¡Hoy! Última función de #Excusados con #ColectivoEfectoVidante 9 pm Cooperación $80 #BenditoTheatroCafé Calle B. Ju… https://t.co/PJs5OIjdKW,Thu Feb 24 14:50:38 +0000 2022,"León, Guanajuato","[[[-101.833743, 20.863352], [-101.833743, 21.332768], [-101.369059, 21.332768], [-101.369059, 20.863352]]]"
Es otra cortesana que sueña con lavar el excusado real de palacio...y los Macbeths tropicales ni la voltean a ver!… https://t.co/aQtRODHBcK,Sat Mar 12 06:14:05 +0000 2022,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
Sueña con lavar los calzones y el excusado del rey en palacio,Sat Mar 12 06:45:38 +0000 2022,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
"Las lupas se están agotando ,los panuchos andan persiguiendo a los de MORENA y obradoristas hasta en el excusado a ver qué vivorean.",Thu Mar 24 21:24:08 +0000 2022,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
Urge que las casas en México empiecen a instalar un videt junto al excusado.,Sun Mar 27 00:33:41 +0000 2022,"San Luis Potosí, México","[[[-101.169792, 21.959357], [-101.169792, 22.662882], [-100.74123, 22.662882], [-100.74123, 21.959357]]]"
"@SoyLibr67953895 @lopezobrador_ Eso es muy cierto puras excusas ahora sí que como su apodo, esta excusado o sea pura mierda del kks",Mon Mar 28 03:03:02 +0000 2022,"Zumpango, México","[[[-99.193464, 19.721799], [-99.193464, 19.90449], [-98.972351, 19.90449], [-98.972351, 19.721799]]]"
"@DJMatus @LillyTellez Ah , no bueno !
Entonces para que comes , si lo vas a tirar al excusado

LÓGICA TELLEZ",Thu Mar 31 18:39:11 +0000 2022,"Iztapalapa, Distrito Federal","[[[-99.140238, 19.284692], [-99.140238, 19.400885], [-98.960684, 19.400885], [-98.960684, 19.284692]]]"
"@LillyTellez Ah , no bueno !
Entonces para que comes , si lo vas a tirar al excusado

LÓGICA TELLEZ",Thu Mar 31 18:40:15 +0000 2022,"Iztapalapa, Distrito Federal","[[[-99.140238, 19.284692], [-99.140238, 19.400885], [-98.960684, 19.400885], [-98.960684, 19.284692]]]"
"@Jamalsney ¿Y el arnés?, ¿Será para sujetarte al excusado? 🧻😬",Sat Apr 02 05:21:31 +0000 2022,"Corregidora, Querétaro Arteaga","[[[-100.508629, 20.361791], [-100.508629, 20.595719], [-100.370833, 20.595719], [-100.370833, 20.361791]]]"
"@samuel_garcias
A ver  ????
Excusado",Tue Apr 05 19:37:05 +0000 2022,"Puebla, México","[[[-98.289206, 18.83765], [-98.289206, 19.226809], [-98.019327, 19.226809], [-98.019327, 18.83765]]]"
Como dijo @ferbelaunzaran: le hubiera ido mejor si se hubiera excusado. La comparación con la claridad del Min Pére… https://t.co/ZC9Lp3wpgT,Tue Apr 05 22:50:21 +0000 2022,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
"El movimiento feminista en mi opinión solo es un grupo de choque busca vandalismo excusado en protesta.
Cuando real… https://t.co/2GoufYMBpv",Fri Apr 08 13:26:00 +0000 2022,"Guadalupe, Nuevo León","[[[-100.274823, 25.621688], [-100.274823, 25.731519], [-100.117445, 25.731519], [-100.117445, 25.621688]]]"
¿Nmms quien en su sano juicio tupe el excusado del Gym?,Mon Apr 11 22:33:09 +0000 2022,"Mérida, Yucatán","[[[-89.798197, 20.695104], [-89.798197, 21.186966], [-89.449025, 21.186966], [-89.449025, 20.695104]]]"
Tu foto en el excusado.,Thu Apr 14 19:51:52 +0000 2022,"Monterrey, Nuevo León","[[[-100.421037, 25.480538], [-100.421037, 25.802899], [-100.166146, 25.802899], [-100.166146, 25.480538]]]"
@pedroferriz3 Seas payaso cabeza de flotador de excusado,Sat Apr 16 08:48:24 +0000 2022,"Miguel Hidalgo, Distrito Federal","[[[-99.259495, 19.386371], [-99.259495, 19.473498], [-99.163526, 19.473498], [-99.163526, 19.386371]]]"
"Oigan, una duda…

Las mujeres andan desnudas en el baño? Se andan viendo todas? Es un excusado biológico comunal?… https://t.co/6zvv0Nhn1E",Sat Apr 16 18:31:02 +0000 2022,"Querétaro, Querétaro Arteaga","[[[-100.596343, 20.50317], [-100.596343, 20.927379], [-100.284846, 20.927379], [-100.284846, 20.50317]]]"
@AndreaChavezTre Si se Excuso!! No vieron como Su Bocota parecía un Enorme Excusado Tirando mierda.,Tue Apr 19 04:00:31 +0000 2022,"Álvaro Obregón, Distrito Federal","[[[-99.324375, 19.232228], [-99.324375, 19.403856], [-99.171644, 19.403856], [-99.171644, 19.232228]]]"
@Jacinta_Camila @guilbert_ga @NEUROSURGEONNN Pero en la historía d el excusado,Sat Apr 23 20:13:05 +0000 2022,"Venustiano Carranza, Distrito Federal","[[[-99.128294, 19.404352], [-99.128294, 19.459799], [-99.04734, 19.459799], [-99.04734, 19.404352]]]"
"@Victori54417757 Yo no sabía que los excusados tienen diferentes capacidades, hasta que me puse a cotizar uno...🤔",Tue Apr 26 00:58:22 +0000 2022,"Azcapotzalco, Distrito Federal","[[[-99.221136, 19.456367], [-99.221136, 19.5152], [-99.143116, 19.5152], [-99.143116, 19.456367]]]"
"@Solteronaaa Merodeando por el "" cenado "" cierta ocasión me tocó ver una taza de excusado pasar corriendo hecha la… https://t.co/gjO2ySo7kW",Wed Apr 27 12:34:19 +0000 2022,"Tlalpan, Distrito Federal","[[[-99.315748, 19.087511], [-99.315748, 19.311459], [-99.10098, 19.311459], [-99.10098, 19.087511]]]"
"No es calidad de vida vivir debajo de un excusado atmosférico💀 , no hay desarrollo real sin #MedioAmbiente https://t.co/gXzp8dT1dv",Wed May 04 23:04:37 +0000 2022,"Miguel Hidalgo, Distrito Federal","[[[-99.259495, 19.386371], [-99.259495, 19.473498], [-99.163526, 19.473498], [-99.163526, 19.386371]]]"
"@FDoringCasar Tu si que sabes de heces fecales, desde FECAL @FelipeCalderon hasta la política de excusado de los… https://t.co/OOgqA9HXNY",Mon May 09 22:32:58 +0000 2022,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
"Le faltan jalones de la bomba para excusados marca ACME, se tapó. https://t.co/FZ2udEMFzM",Thu May 12 15:30:03 +0000 2022,"San Juan del Río, Querétaro Arteaga","[[[-100.197802, 20.204691], [-100.197802, 20.571458], [-99.831768, 20.571458], [-99.831768, 20.204691]]]"
@RosaMaraSanto11 @Ssierra2009 @DanielaLunera Los dos par de gusanos de excusado🐛🐛,Fri May 20 12:57:10 +0000 2022,"Querétaro, Querétaro Arteaga","[[[-100.596343, 20.50317], [-100.596343, 20.927379], [-100.284846, 20.927379], [-100.284846, 20.50317]]]"
"Q ricoooo macho !!! desearia me use de su excusado para que se vacie en mi ano, o de cesto de mecos y me fornique a… https://t.co/QI4exHnFFu",Sat May 21 05:21:25 +0000 2022,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
"Finalmente ocurrió lo que había temido durante toda mi vida: UNA PINCHE ARAÑA EN EL EXCUSADO. 

😖😖😖😖😖",Fri May 27 00:19:55 +0000 2022,"Solidaridad, Quintana Roo","[[[-87.777003, 20.356869], [-87.777003, 20.812192], [-86.916961, 20.812192], [-86.916961, 20.356869]]]"
@catrina_nortena @JosHernndezPue1 Malditas Ratas! Van a tapar el Excusado 🤢🤢🤮🤮🤑🤑🤑,Fri May 27 18:15:36 +0000 2022,"Álvaro Obregón, Distrito Federal","[[[-99.324375, 19.232228], [-99.324375, 19.403856], [-99.171644, 19.403856], [-99.171644, 19.232228]]]"
@2012DFM @Caruso03787215 @Unidosxmexi Atodos@al excusado,Sun May 29 22:50:46 +0000 2022,"Venustiano Carranza, Distrito Federal","[[[-99.128294, 19.404352], [-99.128294, 19.459799], [-99.04734, 19.459799], [-99.04734, 19.404352]]]"
"@Faitelson_ESPN Es preferible caer en la taza de un excusado
que caer en el ocico de este viejo @Faitelson_ESPN",Thu Jun 02 20:03:55 +0000 2022,"Culiacán, Sinaloa","[[[-107.806281, 24.028162], [-107.806281, 25.296815], [-106.877832, 25.296815], [-106.877832, 24.028162]]]"
"Me puse como psicótica a desmanchar los excusados, por acá el agua mancha mucho el tolido, lo logré con un liquido… https://t.co/cxn1OvVlDx",Sat Jun 04 03:03:40 +0000 2022,"Juárez, Chihuahua","[[[-106.950638, 31.120681], [-106.950638, 31.783867], [-106.185378, 31.783867], [-106.185378, 31.120681]]]"
Hoy Fui al Excusado y Me en encontré al PRIANMCPRD Despidiendose!!😁😅,Mon Jun 06 13:37:58 +0000 2022,"Álvaro Obregón, Distrito Federal","[[[-99.324375, 19.232228], [-99.324375, 19.403856], [-99.171644, 19.403856], [-99.171644, 19.232228]]]"
De niña me daban miedo los excusados que no tenían dona para sentarse sentía que me caía pa’dentro y me mojaria las… https://t.co/j8fA62wxjS,Mon Jun 13 17:46:08 +0000 2022,"Valladolid, Yucatán","[[[-88.327272, 20.233502], [-88.327272, 20.882541], [-87.84381, 20.882541], [-87.84381, 20.233502]]]"
"@fernandeznorona Ya nomas te falta transmitir desde el excusado, y que sea público, de esos que cobran cinco pesos y te dan tu tira de papel",Fri Jun 17 19:02:10 +0000 2022,"Tizayuca, Hidalgo","[[[-99.02376, 19.799941], [-99.02376, 19.90681], [-98.904755, 19.90681], [-98.904755, 19.799941]]]"
No puedo con que le digan Sr Excusados jajaja #FueraBaños,Sat Jun 18 03:02:16 +0000 2022,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
