Estado,Ocurrencias
Aguascalientes,19
Baja California,39
Baja California Sur,18
Campeche,10
Chiapas,121
Chihuahua,35
Ciudad de México,571
Coahuila,41
Colima,7
Durango,19
Estado de México,217
Guanajuato,86
Guerrero,18
Hidalgo,32
Jalisco,192
Michoacán,24
Morelos,118
Nayarit,5
Nuevo León,168
Oaxaca,22
Puebla,110
Querétaro,95
Quintana Roo,62
San Luis Potosí,33
Sinaloa,32
Sonora,53
Tabasco,26
Tamaulipas,30
Tlaxcala,5
Veracruz,118
Yucatán,48
Zacatecas,23
Total,2397
