Estado,Ocurrencias
Aguascalientes,1
Baja California,8
Baja California Sur,0
Campeche,11
Chiapas,5
Chihuahua,3
Ciudad de México,35
Coahuila,6
Colima,0
Durango,3
Estado de México,17
Guanajuato,3
Guerrero,6
Hidalgo,12
Jalisco,28
Michoacán,4
Morelos,2
Nayarit,0
Nuevo León,21
Oaxaca,1
Puebla,6
Querétaro,5
Quintana Roo,31
San Luis Potosí,3
Sinaloa,0
Sonora,20
Tabasco,58
Tamaulipas,3
Tlaxcala,0
Veracruz,35
Yucatán,32
Zacatecas,0
Total,359
