Estado,Ocurrencias
Aguascalientes,13
Baja California,24
Baja California Sur,15
Campeche,6
Chiapas,10
Chihuahua,27
Ciudad de México,412
Coahuila,16
Colima,9
Durango,4
Estado de México,126
Guanajuato,39
Guerrero,23
Hidalgo,94
Jalisco,102
Michoacán,21
Morelos,31
Nayarit,3
Nuevo León,83
Oaxaca,79
Puebla,159
Querétaro,121
Quintana Roo,31
San Luis Potosí,28
Sinaloa,20
Sonora,32
Tabasco,18
Tamaulipas,18
Tlaxcala,9
Veracruz,61
Yucatán,18
Zacatecas,12
Total,1664
