Estado,Ocurrencias
Aguascalientes,8
Baja California,14
Baja California Sur,16
Campeche,29
Chiapas,95
Chihuahua,18
Ciudad de México,461
Coahuila,18
Colima,6
Durango,13
Estado de México,132
Guanajuato,36
Guerrero,28
Hidalgo,37
Jalisco,107
Michoacán,9
Morelos,35
Nayarit,1
Nuevo León,216
Oaxaca,35
Puebla,115
Querétaro,45
Quintana Roo,56
San Luis Potosí,17
Sinaloa,61
Sonora,39
Tabasco,80
Tamaulipas,26
Tlaxcala,7
Veracruz,184
Yucatán,79
Zacatecas,11
Total,2034
