Estado,Ocurrencias
Aguascalientes,7
Baja California,41
Baja California Sur,10
Campeche,18
Chiapas,17
Chihuahua,21
Ciudad de México,1878
Coahuila,75
Colima,1
Durango,16
Estado de México,147
Guanajuato,98
Guerrero,27
Hidalgo,16
Jalisco,179
Michoacán,20
Morelos,57
Nayarit,16
Nuevo León,178
Oaxaca,8
Puebla,37
Querétaro,53
Quintana Roo,24
San Luis Potosí,60
Sinaloa,80
Sonora,23
Tabasco,15
Tamaulipas,13
Tlaxcala,2
Veracruz,65
Yucatán,22
Zacatecas,29
Total,3253
