Estado,Ocurrencias
Aguascalientes,11
Baja California,22
Baja California Sur,7
Campeche,5
Chiapas,17
Chihuahua,26
Ciudad de México,291
Coahuila,22
Colima,6
Durango,8
Estado de México,166
Guanajuato,36
Guerrero,13
Hidalgo,17
Jalisco,88
Michoacán,10
Morelos,21
Nayarit,7
Nuevo León,133
Oaxaca,14
Puebla,50
Querétaro,57
Quintana Roo,40
San Luis Potosí,19
Sinaloa,17
Sonora,27
Tabasco,23
Tamaulipas,33
Tlaxcala,3
Veracruz,48
Yucatán,32
Zacatecas,13
Total,1282
