Estado,Ocurrencias
Aguascalientes,6
Baja California,4
Baja California Sur,2
Campeche,4
Chiapas,7
Chihuahua,6
Ciudad de México,108
Coahuila,7
Colima,1
Durango,4
Estado de México,42
Guanajuato,19
Guerrero,2
Hidalgo,4
Jalisco,37
Michoacán,8
Morelos,5
Nayarit,1
Nuevo León,27
Oaxaca,8
Puebla,14
Querétaro,8
Quintana Roo,6
San Luis Potosí,5
Sinaloa,7
Sonora,21
Tabasco,5
Tamaulipas,11
Tlaxcala,1
Veracruz,20
Yucatán,10
Zacatecas,4
Total,414
