Estado,Ocurrencias
Aguascalientes,2
Baja California,3
Baja California Sur,0
Campeche,2
Chiapas,0
Chihuahua,2
Ciudad de México,44
Coahuila,8
Colima,3
Durango,0
Estado de México,8
Guanajuato,5
Guerrero,5
Hidalgo,2
Jalisco,26
Michoacán,10
Morelos,2
Nayarit,0
Nuevo León,7
Oaxaca,1
Puebla,3
Querétaro,7
Quintana Roo,9
San Luis Potosí,1
Sinaloa,3
Sonora,1
Tabasco,3
Tamaulipas,0
Tlaxcala,0
Veracruz,26
Yucatán,4
Zacatecas,0
Total,187
