Estado,Ocurrencias
Aguascalientes,1
Baja California,4
Baja California Sur,1
Campeche,28
Chiapas,2
Chihuahua,14
Ciudad de México,26
Coahuila,10
Colima,0
Durango,0
Estado de México,95
Guanajuato,3
Guerrero,3
Hidalgo,16
Jalisco,15
Michoacán,2
Morelos,3
Nayarit,12
Nuevo León,60
Oaxaca,7
Puebla,4
Querétaro,26
Quintana Roo,77
San Luis Potosí,6
Sinaloa,18
Sonora,6
Tabasco,12
Tamaulipas,26
Tlaxcala,0
Veracruz,7
Yucatán,7
Zacatecas,1
Total,492
