Estado,Ocurrencias
Aguascalientes,7
Baja California,10
Baja California Sur,9
Campeche,1
Chiapas,26
Chihuahua,20
Ciudad de México,753
Coahuila,9
Colima,1
Durango,1
Estado de México,426
Guanajuato,22
Guerrero,39
Hidalgo,21
Jalisco,31
Michoacán,11
Morelos,2419
Nayarit,8
Nuevo León,41
Oaxaca,49
Puebla,53
Querétaro,17
Quintana Roo,14
San Luis Potosí,13
Sinaloa,10
Sonora,2
Tabasco,16
Tamaulipas,2
Tlaxcala,53
Veracruz,62
Yucatán,69
Zacatecas,9
Total,4224
