Estado,Ocurrencias
Aguascalientes,7
Baja California,61
Baja California Sur,14
Campeche,10
Chiapas,22
Chihuahua,29
Ciudad de México,297
Coahuila,27
Colima,8
Durango,5
Estado de México,103
Guanajuato,23
Guerrero,9
Hidalgo,24
Jalisco,102
Michoacán,25
Morelos,10
Nayarit,9
Nuevo León,116
Oaxaca,17
Puebla,52
Querétaro,41
Quintana Roo,52
San Luis Potosí,15
Sinaloa,30
Sonora,45
Tabasco,27
Tamaulipas,38
Tlaxcala,9
Veracruz,58
Yucatán,46
Zacatecas,8
Total,1339
