Tweet,Fecha,Locacion,Longitud(V1),Latitud(V1),Longitud(V2),Latitud(V2),Longitud(V3),Latitud(V3),Longitud(V4),Latitud(V4)
@LauGafas_ @PaulaUsero @Ma5rina Porfavor!!!,Mon Jul 06 20:10:13 +0000 2020,"Ahome, Sinaloa",-109.44826,25.440593,-109.44826,26.4033,-108.759193,26.4033,-108.759193,25.440593
HOY SE ENTREGARON 2 GAFAS DONADAS POR @musthavegafas  A @Ayudanos013 PARA  PEQUEÑOS QUE DIERON DE ALTA CON UN PROME… https://t.co/BZaqB3KTCS,Fri Jul 24 02:01:02 +0000 2020,Qe Café,-99.142107,19.39464,-99.142107,19.39464,-99.142107,19.39464,-99.142107,19.39464
"Sin #gafas

#barelynaked #naked #desnudo #singafas #singafasnooigo #sinlentes https://t.co/XebIKVO4UK",Mon Jul 27 16:58:05 +0000 2020,Delegacion IMSS Jalisco,-103.32624,20.686902,-103.32624,20.686902,-103.32624,20.686902,-103.32624,20.686902
"""Gafas  "" in #TlalnepantladeBaz #Mexico https://t.co/KmLuNeIozX #zerowaste #free",Wed Jul 29 01:35:10 +0000 2020,"Azcapotzalco, Distrito Federal",-99.221136,19.456367,-99.221136,19.5152,-99.143116,19.5152,-99.143116,19.456367
@LauGafas_ Maravilla!! Genial me muero de risa jajaa,Wed Aug 05 20:01:58 +0000 2020,"Ahome, Sinaloa",-109.44826,25.440593,-109.44826,26.4033,-108.759193,26.4033,-108.759193,25.440593
Me encanta que usa las gafas  que le regale!😎😊,Thu Aug 27 23:26:45 +0000 2020,"Ciudad Madero, Tamaulipas",-97.86013,22.237664,-97.86013,22.328388,-97.784943,22.328388,-97.784943,22.237664
"En el día del abuelo ayer, mi papá le mandaron la última foto en vida de mi abuelo paterno y traía unas gafas  mamó… https://t.co/yrYevthtSw",Sun Aug 30 02:34:25 +0000 2020,"San Martín Texmelucan, Puebla",-98.490381,19.202614,-98.490381,19.327873,-98.368765,19.327873,-98.368765,19.202614
"""Gafas  🇲🇽"" in #TlalnepantladeBaz #Mexico https://t.co/hqtmUHKmys #zerowaste #free",Fri Sep 18 01:49:19 +0000 2020,"Azcapotzalco, Distrito Federal",-99.221136,19.456367,-99.221136,19.5152,-99.143116,19.5152,-99.143116,19.456367
"""Gafas  🇲🇽"" in #TlalnepantladeBaz #Mexico https://t.co/q7v0p5yxUj #zerowaste #free",Tue Oct 20 23:01:50 +0000 2020,"Azcapotzalco, Distrito Federal",-99.221136,19.456367,-99.221136,19.5152,-99.143116,19.5152,-99.143116,19.456367
"""Gafas  🇲🇽"" in #TlalnepantladeBaz #Mexico https://t.co/7No6KHJrLV #zerowaste #free",Fri Nov 20 04:07:39 +0000 2020,"Azcapotzalco, Distrito Federal",-99.221136,19.456367,-99.221136,19.5152,-99.143116,19.5152,-99.143116,19.456367
"Trato d portarme bien
Pero no puedo 🤷🏻‍♀️😈😏 #MartesDeMaduritas #MartesdeMujeres #MartesDeGafas  #SiguemeYTeSigo… https://t.co/LMWEYVT7x1",Tue Dec 08 16:44:15 +0000 2020,"San Luis Potosí, México",-101.169792,21.959357,-101.169792,22.662882,-100.74123,22.662882,-100.74123,21.959357
@engafas2 @sopitas Jajaja 😝,Wed Dec 16 04:13:31 +0000 2020,"Álvaro Obregón, Distrito Federal",-99.324375,19.232228,-99.324375,19.403856,-99.171644,19.403856,-99.171644,19.232228
"🥀 @comodinfilms @sr.gafass @_fortaneli en Mexico City, Mexico https://t.co/iheu6v9ptJ",Mon Mar 08 21:11:14 +0000 2021,"Cuauhtémoc, Distrito Federal",-99.18435,19.399835,-99.18435,19.465837,-99.122382,19.465837,-99.122382,19.399835
